rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0173	960.0	853.0	932.0	1086.0	1129.0	2529.0	1175.0	1190.0	533.0	250.0	1560.0	1255.0	347.0	787.0	3324.0	4821.0	476.0	837.0	1897.0	1224.0	1077.0	2048.0	904.0	2324.0	2421.0	2358.0	2353.0	1412.0	2072.0	2779.0	698.0	298.0	258.0	1513.0	624.0	674.0	2581.0	3172.0	436.0	300.0	1144.0	2390.0	1494.0	1595.0	2126.0	963.0	536.0	972.0	1274.0	978.0	322.0	1482.0	2509.0	1961.0	264.0	3092.0	723.0	1511.0	540.0	851.0	1483.0	464.0	639.0	1202.0	1898.0	1313.0	2101.0	1476.0	1063.0	327.0	1670.0	1238.0	5604.0	305.0	104978.0	1395388.0	1505148.555506
sub-0174	865.0	920.0	1042.0	1012.0	877.0	2400.0	1004.0	1036.0	390.0	171.0	1727.0	1038.0	255.0	542.0	3166.0	5119.0	625.0	638.0	1594.0	1239.0	1246.0	2066.0	922.0	2090.0	2045.0	1952.0	2145.0	1382.0	1531.0	2198.0	619.0	238.0	258.0	1274.0	548.0	659.0	1612.0	2360.0	329.0	151.0	929.0	2155.0	1279.0	1736.0	1970.0	1106.0	479.0	857.0	1153.0	672.0	399.0	1601.0	1642.0	2145.0	370.0	2789.0	603.0	1252.0	477.0	660.0	1373.0	326.0	791.0	1209.0	1838.0	868.0	2045.0	1278.0	1155.0	261.0	908.0	997.0	4403.0	147.0	93159.0	1216147.0	1505026.016838
sub-0175	578.0	827.0	896.0	1049.0	827.0	2146.0	1037.0	942.0	320.0	154.0	1426.0	955.0	328.0	572.0	3062.0	4417.0	456.0	433.0	1300.0	888.0	1073.0	1837.0	742.0	2039.0	2251.0	1660.0	1614.0	1359.0	1583.0	1442.0	594.0	180.0	158.0	1029.0	483.0	561.0	2189.0	2330.0	229.0	185.0	962.0	2216.0	1305.0	1326.0	1959.0	817.0	443.0	768.0	1041.0	815.0	273.0	1355.0	1569.0	1978.0	363.0	1905.0	469.0	808.0	551.0	750.0	1331.0	424.0	550.0	941.0	1726.0	1079.0	2044.0	1152.0	940.0	192.0	803.0	1185.0	3737.0	164.0	84092.9	1084525.0	1219229.961137
sub-0176	711.0	1208.0	927.0	1110.0	838.0	2192.0	847.0	962.0	369.0	247.0	1787.0	1000.0	369.0	559.0	2594.0	4130.0	459.0	496.0	2211.0	1253.0	1436.0	2027.0	748.0	2016.0	2211.0	1921.0	1509.0	1220.0	1559.0	1984.0	603.0	344.0	261.0	1303.0	665.0	805.0	1720.0	2395.0	197.0	239.0	1021.0	2549.0	1216.0	2063.0	1887.0	851.0	536.0	750.0	938.0	518.0	360.0	1166.0	1497.0	1544.0	276.0	2311.0	682.0	951.0	624.0	897.0	1909.0	391.0	551.0	1019.0	1677.0	839.0	1488.0	1201.0	886.0	292.0	1078.0	1090.0	4713.0	293.0	89493.3	1151468.0	1369065.557594
sub-0177	738.0	879.0	1003.0	885.0	985.0	2022.0	780.0	873.0	332.0	192.0	1699.0	799.0	276.0	521.0	2599.0	4089.0	438.0	452.0	1356.0	1164.0	1546.0	2238.0	978.0	1873.0	1452.0	1644.0	2067.0	1269.0	1499.0	1602.0	598.0	157.0	210.0	1224.0	498.0	534.0	1899.0	1738.0	208.0	237.0	930.0	2504.0	1454.0	1353.0	1738.0	839.0	378.0	862.0	865.0	970.0	406.0	1139.0	1684.0	1782.0	455.0	2455.0	786.0	893.0	470.0	894.0	1292.0	319.0	464.0	984.0	1517.0	953.0	2142.0	1180.0	811.0	171.0	859.0	932.0	3832.0	213.0	84081.1	1102495.0	1236126.400688
sub-0178	543.0	911.0	1137.0	926.0	718.0	2302.0	1252.0	1123.0	245.0	253.0	1536.0	759.0	251.0	615.0	3163.0	5177.0	382.0	377.0	1373.0	1071.0	1269.0	2190.0	644.0	1731.0	1738.0	1629.0	1592.0	1749.0	1834.0	1623.0	549.0	242.0	266.0	1219.0	522.0	554.0	1380.0	2237.0	231.0	166.0	1045.0	2332.0	1171.0	2051.0	2357.0	1126.0	317.0	795.0	839.0	419.0	425.0	1229.0	1649.0	1872.0	226.0	2064.0	516.0	892.0	565.0	867.0	1456.0	297.0	554.0	1001.0	1619.0	743.0	1667.0	1060.0	1248.0	188.0	546.0	1023.0	5160.0	233.0	87027.8	1063942.0	1278199.850986
sub-0179	665.0	937.0	1075.0	1286.0	876.0	2053.0	779.0	1081.0	307.0	248.0	1817.0	972.0	430.0	987.0	3285.0	4192.0	440.0	718.0	1594.0	1287.0	1409.0	2135.0	1030.0	2090.0	1629.0	1769.0	1828.0	1486.0	1707.0	1894.0	630.0	163.0	258.0	1209.0	545.0	580.0	1586.0	2276.0	223.0	288.0	1081.0	2874.0	1317.0	2058.0	2006.0	951.0	520.0	825.0	1057.0	697.0	426.0	1801.0	1586.0	1932.0	243.0	2487.0	893.0	1057.0	500.0	663.0	1545.0	455.0	502.0	1179.0	1786.0	940.0	2282.0	1032.0	1039.0	242.0	760.0	1025.0	3971.0	173.0	91674.4	1163461.0	1539951.066193
sub-0180	638.0	991.0	950.0	916.0	862.0	1924.0	803.0	938.0	339.0	186.0	1570.0	798.0	305.0	796.0	2886.0	5037.0	417.0	619.0	1529.0	1130.0	1513.0	2111.0	824.0	1949.0	1455.0	1659.0	1627.0	1216.0	1424.0	1488.0	582.0	297.0	232.0	1034.0	685.0	553.0	1487.0	1735.0	344.0	203.0	916.0	2384.0	1141.0	1833.0	1749.0	789.0	444.0	695.0	1001.0	923.0	349.0	1283.0	1573.0	1929.0	375.0	1830.0	686.0	929.0	522.0	616.0	1652.0	320.0	595.0	958.0	1817.0	802.0	1484.0	1012.0	734.0	240.0	769.0	917.0	3659.0	147.0	83122.8	1141772.0	1220714.112255
sub-0181	823.0	727.0	884.0	963.0	1042.0	2137.0	1031.0	1216.0	513.0	321.0	1954.0	1063.0	297.0	569.0	2711.0	4192.0	421.0	551.0	1609.0	1248.0	1374.0	2278.0	929.0	2187.0	2622.0	1425.0	1773.0	1436.0	1768.0	1636.0	661.0	215.0	332.0	1282.0	766.0	631.0	1650.0	1932.0	224.0	167.0	929.0	2651.0	1267.0	2033.0	2239.0	904.0	521.0	843.0	1052.0	983.0	280.0	1629.0	1892.0	1715.0	238.0	2527.0	731.0	1292.0	521.0	830.0	1245.0	337.0	614.0	1149.0	1746.0	989.0	1795.0	1291.0	864.0	351.0	864.0	899.0	4570.0	250.0	91598.0	1222504.0	1260620.308723
sub-0182	586.0	910.0	820.0	696.0	741.0	1841.0	923.0	909.0	308.0	209.0	1576.0	763.0	199.0	402.0	2770.0	4192.0	330.0	350.0	1198.0	1089.0	960.0	1448.0	1041.0	1793.0	2079.0	1255.0	1281.0	1075.0	1477.0	1458.0	450.0	245.0	173.0	1064.0	402.0	519.0	1482.0	1831.0	275.0	174.0	776.0	2345.0	1027.0	1562.0	1939.0	845.0	352.0	698.0	926.0	550.0	343.0	1131.0	1297.0	1557.0	86.0	2095.0	802.0	860.0	478.0	680.0	1276.0	319.0	500.0	968.0	1510.0	784.0	1221.0	980.0	798.0	310.0	747.0	870.0	3852.0	165.0	75941.3	1040819.0	1115338.365317
sub-0183	805.0	1003.0	817.0	1046.0	1041.0	2251.0	872.0	916.0	419.0	202.0	1444.0	794.0	314.0	477.0	3402.0	4635.0	414.0	548.0	2217.0	1063.0	1544.0	2079.0	899.0	2081.0	2074.0	1823.0	1609.0	1460.0	1584.0	1871.0	689.0	271.0	197.0	1405.0	499.0	606.0	2251.0	2025.0	258.0	136.0	951.0	2143.0	1540.0	1504.0	1993.0	770.0	468.0	890.0	883.0	1110.0	323.0	1275.0	1814.0	1717.0	307.0	2439.0	861.0	1016.0	588.0	877.0	1463.0	333.0	619.0	1086.0	1610.0	960.0	1962.0	1109.0	727.0	248.0	1008.0	1193.0	4985.0	177.0	90987.6	1247749.0	1419483.508407
sub-0184	711.0	1027.0	830.0	975.0	844.0	2702.0	1182.0	1079.0	434.0	201.0	1429.0	1080.0	260.0	600.0	3037.0	4948.0	409.0	580.0	1847.0	1119.0	1398.0	1975.0	955.0	2163.0	2037.0	1753.0	1526.0	1506.0	2323.0	1568.0	616.0	202.0	253.0	1293.0	523.0	622.0	2017.0	2359.0	360.0	157.0	1014.0	2151.0	1410.0	1510.0	2396.0	902.0	396.0	872.0	1025.0	980.0	362.0	1420.0	1631.0	2639.0	235.0	1890.0	593.0	1320.0	733.0	840.0	1583.0	337.0	551.0	1314.0	2147.0	948.0	1862.0	1457.0	1276.0	337.0	758.0	1068.0	4498.0	258.0	93614.5	1267045.0	1583717.934061
sub-0185	715.0	1101.0	1064.0	829.0	947.0	2499.0	1146.0	1521.0	356.0	198.0	1884.0	939.0	167.0	594.0	3146.0	5379.0	465.0	414.0	1800.0	1154.0	1575.0	2396.0	1399.0	2206.0	2945.0	1494.0	1700.0	1273.0	1992.0	1426.0	513.0	553.0	264.0	1484.0	519.0	703.0	1789.0	2406.0	321.0	240.0	931.0	2549.0	1254.0	1782.0	2186.0	1040.0	349.0	818.0	937.0	876.0	365.0	1486.0	1832.0	2066.0	325.0	2546.0	736.0	951.0	683.0	950.0	1647.0	309.0	557.0	1153.0	1828.0	1011.0	1753.0	1190.0	919.0	375.0	650.0	1228.0	5984.0	223.0	97009.4	1255090.0	1652330.028091
sub-0186	720.0	1049.0	888.0	818.0	967.0	2227.0	1005.0	1140.0	385.0	233.0	1544.0	920.0	236.0	714.0	3000.0	4310.0	394.0	403.0	1911.0	1242.0	1104.0	2082.0	903.0	1993.0	2710.0	1501.0	1997.0	1278.0	1390.0	1753.0	606.0	110.0	208.0	1315.0	475.0	502.0	1542.0	2063.0	266.0	160.0	893.0	2623.0	1231.0	1695.0	1759.0	1052.0	336.0	879.0	872.0	774.0	326.0	1481.0	1906.0	1729.0	217.0	2477.0	769.0	1024.0	568.0	781.0	1348.0	342.0	620.0	1032.0	1540.0	1142.0	1691.0	1047.0	761.0	95.0	976.0	1141.0	4520.0	198.0	87914.3	1149252.0	1512209.915563
sub-0187	863.0	1551.0	1021.0	1472.0	1021.0	2765.0	989.0	1057.0	485.0	323.0	2143.0	1010.0	254.0	748.0	3179.0	5444.0	450.0	528.0	2232.0	1365.0	1865.0	1998.0	1220.0	2277.0	2028.0	2152.0	1728.0	1805.0	1922.0	1722.0	653.0	527.0	358.0	1517.0	671.0	946.0	2134.0	2745.0	327.0	254.0	1117.0	2965.0	1497.0	2078.0	2504.0	815.0	428.0	945.0	1147.0	933.0	439.0	1529.0	1862.0	1959.0	247.0	2245.0	1000.0	981.0	956.0	1038.0	1696.0	408.0	651.0	1218.0	1701.0	1044.0	1956.0	1612.0	974.0	305.0	806.0	1134.0	4473.0	321.0	102732.0	1342404.0	1767804.677934
sub-0188	660.0	920.0	818.0	874.0	903.0	2028.0	873.0	972.0	340.0	196.0	1583.0	895.0	316.0	726.0	2328.0	3919.0	421.0	620.0	1839.0	1136.0	1236.0	1733.0	638.0	1773.0	1765.0	1499.0	1664.0	1199.0	1623.0	1689.0	498.0	172.0	207.0	1165.0	595.0	680.0	2001.0	2077.0	337.0	274.0	875.0	2285.0	1065.0	1482.0	1978.0	903.0	516.0	867.0	1011.0	499.0	372.0	1569.0	1702.0	1490.0	368.0	2055.0	747.0	1083.0	684.0	773.0	1553.0	520.0	642.0	864.0	1636.0	944.0	1469.0	1303.0	692.0	207.0	843.0	865.0	4041.0	172.0	83265.4	1111473.0	1476345.936567
sub-0189	626.0	834.0	775.0	849.0	854.0	2057.0	979.0	995.0	477.0	204.0	1375.0	851.0	213.0	616.0	3776.0	4441.0	358.0	386.0	1412.0	834.0	1019.0	1935.0	597.0	1940.0	2058.0	1679.0	1694.0	1254.0	1531.0	1665.0	553.0	158.0	262.0	1197.0	678.0	592.0	1714.0	1958.0	211.0	195.0	942.0	2055.0	1086.0	1434.0	1795.0	825.0	343.0	704.0	801.0	609.0	341.0	1608.0	1571.0	1864.0	307.0	1934.0	724.0	902.0	391.0	618.0	1492.0	326.0	602.0	1132.0	1299.0	1128.0	1722.0	1619.0	715.0	231.0	787.0	980.0	4272.0	195.0	83158.9	1123761.0	1313718.823216
sub-0190	506.0	858.0	1048.0	951.0	872.0	1947.0	952.0	1066.0	264.0	168.0	1148.0	760.0	266.0	556.0	2727.0	4404.0	463.0	439.0	1768.0	911.0	1314.0	1770.0	702.0	1855.0	2198.0	1818.0	1733.0	1294.0	1569.0	1693.0	539.0	297.0	256.0	1296.0	414.0	512.0	1506.0	1983.0	352.0	218.0	827.0	1908.0	1152.0	1326.0	1968.0	935.0	497.0	721.0	847.0	632.0	295.0	1256.0	1506.0	1962.0	294.0	2644.0	434.0	1065.0	521.0	687.0	1405.0	338.0	451.0	916.0	1388.0	841.0	1934.0	1071.0	791.0	220.0	830.0	680.0	4391.0	132.0	82258.6	1020852.0	1151732.153181
sub-0191	772.0	960.0	897.0	1176.0	733.0	2116.0	951.0	1008.0	548.0	298.0	1723.0	784.0	238.0	439.0	3100.0	4743.0	451.0	647.0	2376.0	1322.0	1310.0	2106.0	731.0	2409.0	2373.0	1965.0	1802.0	1476.0	1895.0	1868.0	563.0	239.0	308.0	1419.0	612.0	919.0	2025.0	2323.0	272.0	168.0	1095.0	2463.0	1260.0	2001.0	2144.0	833.0	519.0	770.0	1036.0	903.0	319.0	1036.0	1611.0	2007.0	267.0	1998.0	1140.0	1142.0	682.0	993.0	1190.0	375.0	578.0	1178.0	1726.0	856.0	2096.0	1336.0	1125.0	211.0	1114.0	1094.0	4518.0	275.0	93958.0	1246126.0	1388287.289127
sub-0192	679.0	711.0	798.0	1029.0	598.0	2139.0	952.0	979.0	345.0	167.0	1285.0	784.0	275.0	755.0	2494.0	4264.0	329.0	513.0	1351.0	1168.0	958.0	1865.0	761.0	2123.0	2039.0	1313.0	1922.0	1259.0	1545.0	1749.0	593.0	123.0	250.0	1262.0	661.0	555.0	2153.0	2006.0	223.0	255.0	919.0	1867.0	1235.0	1448.0	1941.0	739.0	380.0	756.0	839.0	872.0	169.0	1399.0	1889.0	1958.0	268.0	2039.0	558.0	1012.0	445.0	726.0	1149.0	451.0	475.0	1174.0	1621.0	1053.0	1517.0	1187.0	797.0	143.0	1081.0	1061.0	4513.0	195.0	83104.9	1081319.0	1162406.586257
sub-0193	698.0	1100.0	879.0	1126.0	1038.0	2325.0	1092.0	1079.0	471.0	225.0	1509.0	1084.0	284.0	1048.0	2876.0	5132.0	471.0	632.0	1859.0	966.0	1310.0	2393.0	1021.0	2161.0	2643.0	1917.0	1612.0	1591.0	1944.0	2083.0	694.0	242.0	321.0	1488.0	613.0	682.0	2169.0	2663.0	357.0	239.0	962.0	2785.0	1367.0	1658.0	2257.0	827.0	525.0	730.0	989.0	851.0	334.0	1705.0	1786.0	2554.0	425.0	2226.0	661.0	862.0	576.0	839.0	1631.0	537.0	701.0	1183.0	1709.0	1233.0	1983.0	1293.0	1155.0	337.0	1233.0	1185.0	5879.0	221.0	99234.5	1266662.0	1332789.425083
sub-0194	710.0	725.0	846.0	933.0	711.0	2276.0	945.0	1007.0	328.0	198.0	1620.0	882.0	296.0	512.0	2658.0	4878.0	458.0	518.0	1628.0	1032.0	1191.0	2012.0	943.0	1978.0	1429.0	1612.0	1580.0	1154.0	1471.0	1397.0	625.0	146.0	210.0	1114.0	419.0	524.0	1610.0	1815.0	216.0	70.0	824.0	2270.0	1229.0	1834.0	1817.0	893.0	335.0	751.0	920.0	751.0	285.0	1190.0	1199.0	1985.0	446.0	2014.0	929.0	920.0	499.0	639.0	1432.0	313.0	589.0	973.0	1850.0	734.0	1579.0	1038.0	778.0	260.0	727.0	916.0	3340.0	242.0	81179.0	1067063.0	1285366.890815
sub-0195	676.0	683.0	993.0	915.0	813.0	1898.0	816.0	867.0	310.0	207.0	1606.0	1029.0	359.0	511.0	2695.0	3870.0	418.0	397.0	1588.0	1164.0	1176.0	2144.0	1040.0	1718.0	1724.0	1360.0	1442.0	1408.0	1650.0	1426.0	566.0	405.0	203.0	1026.0	505.0	447.0	1844.0	1748.0	357.0	255.0	855.0	2401.0	1182.0	1710.0	1990.0	794.0	409.0	750.0	1004.0	880.0	261.0	1399.0	1357.0	1950.0	143.0	2077.0	838.0	1106.0	471.0	803.0	1284.0	410.0	582.0	995.0	1127.0	936.0	2179.0	822.0	1031.0	255.0	955.0	1093.0	3895.0	156.0	82357.1	1105382.0	1243040.5666
sub-0196	762.0	940.0	820.0	849.0	795.0	1863.0	929.0	914.0	296.0	159.0	1358.0	969.0	214.0	600.0	2681.0	4374.0	377.0	392.0	1283.0	1073.0	1577.0	1197.0	648.0	1861.0	1769.0	1452.0	1299.0	1220.0	1400.0	1270.0	508.0	81.0	229.0	1134.0	505.0	497.0	1265.0	1965.0	151.0	202.0	941.0	2064.0	1155.0	1233.0	1782.0	751.0	393.0	768.0	903.0	545.0	328.0	1292.0	1560.0	1812.0	284.0	1998.0	569.0	748.0	637.0	698.0	1500.0	237.0	425.0	1031.0	1524.0	911.0	1614.0	1343.0	555.0	269.0	549.0	699.0	4465.0	229.0	77689.6	1088853.0	1489571.166021
sub-0197	670.0	840.0	976.0	801.0	730.0	2141.0	918.0	1079.0	379.0	179.0	1300.0	941.0	185.0	632.0	2945.0	4947.0	379.0	444.0	1398.0	1105.0	1287.0	1489.0	844.0	1908.0	1682.0	1818.0	2221.0	1349.0	1610.0	1903.0	661.0	121.0	251.0	1145.0	501.0	536.0	1410.0	1910.0	204.0	221.0	944.0	1968.0	1289.0	1342.0	1942.0	965.0	333.0	748.0	857.0	976.0	357.0	1496.0	1462.0	2182.0	272.0	2726.0	486.0	1021.0	423.0	603.0	962.0	267.0	593.0	888.0	1914.0	813.0	2087.0	1315.0	1053.0	257.0	785.0	955.0	4305.0	235.0	84881.0	1088199.0	1416704.752566
sub-0198	686.0	928.0	1095.0	1063.0	1022.0	1950.0	961.0	1171.0	417.0	156.0	1580.0	1077.0	294.0	537.0	2565.0	4876.0	493.0	667.0	1785.0	1041.0	1345.0	1973.0	1106.0	2042.0	2193.0	1860.0	2085.0	1409.0	1764.0	2464.0	611.0	258.0	282.0	1284.0	630.0	703.0	2220.0	1949.0	231.0	237.0	1060.0	2274.0	1392.0	1767.0	1997.0	1024.0	640.0	879.0	1060.0	1130.0	293.0	1245.0	1642.0	1965.0	342.0	3230.0	749.0	827.0	492.0	695.0	1258.0	343.0	719.0	1053.0	1948.0	1219.0	1832.0	1213.0	933.0	205.0	1143.0	1120.0	4151.0	186.0	93037.1	1161078.0	1383827.423432
sub-0199	706.0	859.0	984.0	744.0	774.0	2034.0	1033.0	1101.0	306.0	197.0	1494.0	1000.0	260.0	574.0	2767.0	4831.0	364.0	435.0	1488.0	1031.0	1196.0	1913.0	1174.0	2110.0	1459.0	1707.0	1309.0	1323.0	1427.0	1593.0	565.0	360.0	192.0	1125.0	505.0	679.0	1777.0	2052.0	190.0	172.0	807.0	2529.0	1423.0	1657.0	2001.0	914.0	448.0	767.0	854.0	653.0	281.0	1336.0	1594.0	1957.0	302.0	1793.0	706.0	943.0	451.0	416.0	1528.0	286.0	617.0	1164.0	1288.0	907.0	1507.0	1030.0	868.0	250.0	696.0	1006.0	3895.0	201.0	82885.2	1069053.0	1233451.763895
sub-0200	578.0	829.0	961.0	1021.0	651.0	1580.0	769.0	892.0	360.0	219.0	1607.0	826.0	302.0	612.0	2226.0	3869.0	388.0	594.0	1292.0	1444.0	1311.0	1842.0	735.0	1593.0	1810.0	1371.0	1596.0	1428.0	1831.0	1460.0	483.0	348.0	332.0	1210.0	354.0	594.0	1548.0	1781.0	253.0	179.0	888.0	2208.0	1153.0	1700.0	1957.0	855.0	329.0	762.0	1061.0	791.0	286.0	1064.0	1223.0	1540.0	224.0	2093.0	501.0	1028.0	527.0	663.0	1178.0	206.0	433.0	864.0	1290.0	781.0	1905.0	1211.0	1095.0	175.0	736.0	838.0	4210.0	221.0	79077.8	1038970.0	1173940.763711
sub-0201	815.0	911.0	895.0	837.0	815.0	2275.0	1255.0	1283.0	458.0	152.0	1621.0	768.0	177.0	495.0	3019.0	4383.0	425.0	442.0	1412.0	1454.0	1048.0	2023.0	806.0	2028.0	1761.0	1887.0	1759.0	1411.0	1615.0	1886.0	546.0	221.0	186.0	1161.0	695.0	473.0	1707.0	2065.0	295.0	180.0	899.0	2210.0	1166.0	1247.0	2085.0	948.0	452.0	705.0	888.0	662.0	368.0	1313.0	1898.0	2296.0	202.0	2391.0	498.0	1257.0	495.0	634.0	1383.0	272.0	451.0	1139.0	1597.0	1039.0	1530.0	1103.0	861.0	341.0	989.0	1013.0	4054.0	166.0	86198.1	1177150.0	1545884.798646
sub-0202	634.0	964.0	1025.0	1017.0	976.0	2295.0	1062.0	1368.0	332.0	264.0	1858.0	841.0	238.0	579.0	3265.0	5070.0	413.0	380.0	1684.0	1395.0	1667.0	2313.0	688.0	2012.0	1937.0	1882.0	1794.0	1380.0	1707.0	1756.0	544.0	483.0	239.0	1521.0	633.0	646.0	1657.0	2423.0	277.0	173.0	924.0	2351.0	1299.0	2018.0	2046.0	830.0	318.0	857.0	1056.0	614.0	386.0	1188.0	1946.0	1946.0	299.0	2409.0	705.0	1296.0	585.0	1028.0	1532.0	270.0	644.0	1144.0	2107.0	1026.0	1764.0	1139.0	855.0	229.0	959.0	850.0	4526.0	267.0	92804.9	1218075.0	1521786.356362
sub-0203	500.0	942.0	743.0	881.0	754.0	2045.0	840.0	900.0	369.0	163.0	1248.0	776.0	259.0	595.0	1920.0	4120.0	412.0	337.0	1419.0	1224.0	1297.0	1682.0	783.0	1628.0	2397.0	1553.0	1689.0	1281.0	1547.0	1430.0	464.0	272.0	191.0	1102.0	580.0	592.0	1780.0	2088.0	176.0	157.0	850.0	2075.0	1216.0	1364.0	1949.0	720.0	439.0	695.0	812.0	864.0	282.0	1154.0	1629.0	1654.0	281.0	2585.0	486.0	1044.0	432.0	747.0	1337.0	403.0	494.0	842.0	1517.0	552.0	1498.0	1060.0	759.0	239.0	1118.0	778.0	3702.0	166.0	78876.2	1053666.0	1041570.907857
sub-0204	905.0	1059.0	917.0	903.0	1111.0	2286.0	953.0	934.0	450.0	233.0	1658.0	1100.0	347.0	714.0	3147.0	4747.0	551.0	581.0	1630.0	1046.0	1762.0	2265.0	773.0	1867.0	2884.0	1582.0	1702.0	1473.0	1554.0	2061.0	573.0	194.0	270.0	1496.0	786.0	624.0	1922.0	2552.0	235.0	131.0	893.0	2667.0	1127.0	1700.0	2031.0	867.0	403.0	877.0	1104.0	508.0	409.0	1217.0	2366.0	2324.0	178.0	2397.0	648.0	1213.0	681.0	952.0	1557.0	423.0	583.0	1057.0	1602.0	1106.0	1953.0	1039.0	962.0	203.0	1443.0	1167.0	5980.0	267.0	95885.9	1237737.0	1446981.337919
sub-0205	571.0	683.0	748.0	1036.0	675.0	1949.0	791.0	853.0	352.0	183.0	1083.0	885.0	256.0	518.0	2560.0	3607.0	513.0	407.0	1568.0	856.0	1346.0	1504.0	792.0	1786.0	2097.0	1896.0	1717.0	1266.0	1408.0	1650.0	546.0	267.0	195.0	1031.0	470.0	552.0	1563.0	1805.0	246.0	201.0	816.0	1715.0	1074.0	1225.0	1701.0	833.0	366.0	668.0	1002.0	816.0	147.0	1307.0	1248.0	1539.0	367.0	2420.0	559.0	867.0	524.0	752.0	1069.0	364.0	585.0	807.0	1498.0	814.0	1942.0	1117.0	778.0	136.0	818.0	1031.0	4424.0	148.0	77907.2	1084128.0	1209532.464622
sub-0206	771.0	1090.0	762.0	1180.0	989.0	2004.0	1143.0	1017.0	460.0	293.0	1449.0	887.0	342.0	796.0	3198.0	4930.0	435.0	494.0	1823.0	925.0	1128.0	1842.0	854.0	1990.0	1614.0	2151.0	1370.0	1492.0	1855.0	1299.0	538.0	377.0	279.0	1387.0	583.0	800.0	1649.0	2308.0	314.0	234.0	1039.0	2532.0	1205.0	2092.0	2014.0	903.0	501.0	862.0	1082.0	1046.0	335.0	1343.0	2257.0	2121.0	185.0	1624.0	928.0	717.0	589.0	734.0	1043.0	561.0	666.0	1002.0	1493.0	1265.0	1956.0	1253.0	1012.0	152.0	1201.0	1168.0	4510.0	213.0	90656.9	1163249.0	1381212.6498
sub-0207	650.0	1021.0	839.0	980.0	813.0	2218.0	969.0	969.0	385.0	183.0	1216.0	1048.0	265.0	454.0	2708.0	4588.0	444.0	718.0	1658.0	814.0	1352.0	2085.0	956.0	1729.0	2337.0	1689.0	1563.0	1214.0	1491.0	1872.0	586.0	303.0	304.0	1194.0	577.0	509.0	1841.0	2148.0	249.0	229.0	862.0	2186.0	1328.0	1608.0	1829.0	909.0	442.0	778.0	1013.0	1043.0	305.0	1334.0	1524.0	1948.0	344.0	2077.0	595.0	760.0	583.0	700.0	1419.0	236.0	645.0	964.0	1707.0	949.0	1444.0	1288.0	993.0	383.0	1035.0	1024.0	4522.0	192.0	86134.4	1129949.0	1220692.410509
