Measure:mean	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
sub-0146	96.7934	104.5333	95.0832	89.29	81.2932	89.732	98.222	89.3583	99.1562	91.4349	94.5642	84.3956	95.5845	90.9298	87.9681	96.0553	97.6254	90.7083	96.3746	86.7218	92.8689	100.3721	94.8483	97.9371	99.5536	96.6754	95.2613	98.3231	93.5832	97.5535	86.4493	78.2505	97.6382	92.7861	95.9519	101.5883	95.5178	93.1311	75.025	86.642	95.8661	86.5268	98.7003	90.8721	95.586	85.956	98.1931	88.5469	84.7048	97.0598	97.1684	89.8593	94.7462	87.4362	91.5086	100.4154	94.3159	98.0716	101.9134	95.9461	95.006	97.5178	90.9822	97.5501	90.4306	74.753	97.1959	90.1396	99.6648	98.7335
sub-0147	99.0507	103.017	97.8506	95.5927	83.4991	90.981	98.1733	92.7772	100.8719	94.4773	94.8922	91.0279	93.7445	93.0443	87.8885	96.2817	100.1422	88.8773	98.0158	90.8685	91.9746	99.5456	95.5484	99.1	99.002	97.4435	94.36	97.5583	97.8821	98.7469	92.1506	78.8844	99.9723	94.9668	97.7038	99.8784	96.1333	93.9775	81.3258	90.8181	96.7755	89.3205	101.2549	93.989	95.0713	89.4502	95.8655	90.2843	87.926	95.2803	96.1911	85.9211	94.1042	91.0227	91.5725	99.3075	94.3714	98.2398	103.8477	95.1636	93.7137	97.6635	94.429	98.1243	93.7143	79.5924	96.7139	93.7333	101.8062	101.1832
sub-0148	99.0079	101.6327	96.1091	95.2032	80.2111	90.8231	99.8556	90.8072	98.0229	95.5941	95.1768	88.1219	93.3721	92.4959	89.3697	95.2533	97.6368	87.3083	95.7624	87.5222	93.622	98.2976	95.469	97.0108	100.7961	97.4805	94.7034	97.7345	95.9586	99.5557	89.9053	77.3148	96.9741	92.6066	96.9058	101.6721	94.3893	95.4327	78.0566	88.3851	97.3627	88.3095	98.6513	92.9863	95.0792	88.0461	95.0552	90.9582	87.9726	95.0903	97.3253	87.3965	96.112	88.529	93.1889	98.4808	94.1469	96.9791	100.1951	96.0418	94.221	97.3404	92.6085	96.843	87.2803	80.549	94.6223	92.2661	100.0522	99.7656
sub-0149	95.2004	103.446	98.104	96.961	83.0356	91.8789	99.2513	88.3989	102.5	92.4264	93.0306	90.8016	92.1864	89.967	88.2505	96.017	98.4083	87.2692	95.8431	93.098	93.128	101.4768	96.2774	101.0146	100.2758	97.0366	95.6151	98.6756	93.231	98.3407	93.8482	80.5772	92.8872	93.6436	95.9596	102.3885	94.7159	96.852	79.3921	88.9579	96.4212	84.7031	101.5126	90.1972	91.8268	91.7739	95.3435	86.7689	84.1486	97.1554	95.7641	84.108	91.2389	91.893	90.4095	100.7545	94.0726	99.2698	103.8182	93.3478	94.8058	96.9624	88.0831	96.7807	85.266	78.7139	96.3696	90.1245	101.1823	99.7023
sub-0150	95.6163	105.4734	97.8504	94.8648	78.8207	91.2011	97.7046	90.7896	105.088	92.2778	94.9556	89.258	92.6406	86.4974	89.4151	94.1614	97.462	82.5716	97.5898	91.1546	92.4943	101.8454	95.3481	100.3891	100.2637	96.3992	94.9833	95.8263	93.3694	98.3493	86.5387	74.5225	99.4496	93.2729	98.6798	103.2655	94.6033	94.8771	78.3235	90.1882	94.3331	86.9617	105.0177	92.5248	94.6125	91.7384	95.6308	88.1508	88.7701	95.9523	98.332	87.4876	96.4708	91.7441	92.1258	102.0325	94.0945	99.1379	99.6418	95.269	95.238	93.7456	91.4234	96.9906	84.5546	77.3056	95.6724	94.3121	101.907	101.5886
sub-0151	100.6855	98.7305	96.6272	92.1136	80.9212	90.3471	97.3207	90.0349	97.9524	90.2363	95.3018	86.3935	96.3423	94.2508	88.0526	94.6953	97.653	88.6197	97.9819	89.065	94.9113	97.7649	96.5875	95.8691	95.8988	96.251	94.063	95.4539	94.9811	99.0229	84.8226	80.554	100.1568	92.7436	97.2355	95.8923	93.2651	88.7857	80.4818	87.2199	95.7304	86.5376	97.4369	88.8436	95.5344	85.0005	96.1319	88.2799	86.3417	95.1319	95.9903	90.7863	95.5089	87.4321	91.7439	96.2672	93.5928	95.6138	100.74	95.4672	92.6603	95.0477	90.5504	97.4613	86.7781	77.1013	97.2978	90.1214	100.4179	99.2656
sub-0152	100.1037	100.8315	97.2262	94.3887	76.932	91.553	98.9487	90.8816	98.9734	93.7022	93.5719	91.1287	96.18	91.8525	88.062	96.5053	96.8809	92.1035	94.6032	92.6708	95.0464	100.4143	96.0345	99.0175	99.3228	96.8236	95.5041	98.0038	93.9773	99.1827	90.8036	74.7535	100.1467	91.7883	97.479	101.2322	96.2526	93.8461	77.4216	89.8126	95.9352	87.6499	99.8604	92.4477	95.037	89.9008	96.3986	88.037	88.7677	96.4373	97.3469	89.9951	95.412	89.671	93.507	100.6855	94.4794	97.3343	99.1618	96.1355	94.7643	97.0638	91.8326	96.3993	93.1132	75.4198	94.7178	90.457	100.3538	99.823
sub-0153	98.672	99.7331	95.9378	92.26	82.9421	92.0154	98.7772	91.2631	101.6342	92.7895	95.6342	86.8937	95.2484	91.8268	92.6733	96.466	96.6525	88.9593	96.3989	85.7035	93.254	100.3646	95.8293	99.1127	99.0524	97.1668	94.3675	98.4011	96.7816	99.5837	90.3368	79.2847	97.3715	94.7757	99.7491	102.5758	95.8139	91.5998	80.1207	91.1974	97.9505	89.0761	100.947	93.693	94.2187	87.8992	94.1808	90.7723	89.3502	95.2501	98.4708	86.8896	94.4804	88.1788	92.3518	99.4716	93.2073	98.049	104.9303	95.7639	93.5314	98.4936	94.4976	99.9566	86.6552	81.9159	98.414	93.5968	100.3876	100.3309
sub-0154	95.9633	103.5484	96.4303	91.9341	80.2325	89.0178	98.5206	89.1966	101.1569	92.482	92.5088	87.0507	92.8604	91.4928	88.5762	95.1413	97.2589	88.0658	95.5164	87.2408	92.7185	100.9816	95.8294	98.1432	96.0802	95.1694	95.2083	97.9917	95.7696	97.7123	94.4945	75.3059	97.0302	94.7696	96.79	102.6723	96.353	93.8536	78.036	88.4797	94.9248	88.6788	101.8401	91.3205	95.4767	88.5272	95.0529	88.1665	90.045	96.103	96.3593	89.7568	93.6171	90.1641	92.7089	100.6429	94.5158	96.8976	99.4773	96.1008	95.0642	95.9726	92.4328	97.4585	90.6497	76.5889	97.7042	93.6835	100.2194	101.2139
sub-0155	97.9595	105.5785	95.6668	92.9286	81.4056	90.9226	95.9572	88.6628	105.96	89.9798	96.3223	91.8105	96.7622	89.6932	91.1137	95.9663	96.6746	87.3811	95.773	91.0032	89.6543	104.5413	94.1101	100.6291	106.7897	95.155	93.2767	96.8146	93.8331	96.1978	84.3432	73.6658	98.0264	96.5797	99.0773	107.2911	92.5738	92.8996	79.917	89.8571	94.551	87.294	106.7236	89.5578	98.3946	90.9013	97.3174	85.4171	90.5508	95.4565	96.3516	82.9641	94.1684	91.5936	86.6101	104.4052	91.7302	99.7893	103.8145	94.5888	92.3851	94.3726	89.1251	93.6225	83.9121	72.856	97.8745	94.3263	103.2848	103.3606
sub-0156	96.8794	102.7382	96.1377	92.138	77.9718	89.4113	98.4625	91.454	102.4109	90.8324	93.3607	89.4501	95.6481	90.6818	85.005	98.2938	96.7429	85.4806	95.2138	89.6198	94.1976	101.1491	96.4235	99.0943	98.8349	95.1721	95.1826	98.9719	94.4444	97.1031	89.8416	76.5893	101.4574	91.6662	97.3904	102.2882	95.9152	91.3639	78.0275	89.3289	96.9745	88.5849	102.4887	90.9994	96.3853	87.1933	97.9419	91.0997	85.6934	97.3995	95.1641	89.2333	93.7547	86.1947	92.5429	99.751	95.0061	99.2885	100.4833	95.5027	95.096	98.223	91.6364	97.0411	94.0885	77.4534	100.1222	91.379	99.9747	100.4689
sub-0157	98.3294	100.1005	95.5437	93.0011	81.5702	90.1676	99.1003	90.1329	98.6147	91.8192	91.8988	87.3519	92.116	91.9755	89.3409	95.3395	95.3523	85.7047	94.4959	86.7309	93.9721	99.8169	95.2866	98.1384	96.8936	96.1719	94.3589	96.9818	95.0041	99.9119	87.5287	78.1839	95.7227	91.6979	96.4549	99.6881	95.1454	86.7595	75.5486	80.3176	96.1037	86.8508	96.8995	85.1635	93.191	73.0152	92.466	88.6995	86.5899	94.8597	96.3514	86.6506	95.6311	64.1631	92.6713	97.5826	94.1407	87.9497	99.3686	95.4266	93.3035	95.4506	92.3721	97.5935	86.9797	78.8421	95.6343	90.9534	98.1561	69.114
sub-0158	98.8224	100.8612	96.9054	92.3997	79.392	91.395	98.1532	89.6625	100.1821	94.1609	94.0013	87.8446	90.2058	92.7438	86.0705	95.9158	97.0697	90.275	96.2714	89.6955	93.29	98.8609	95.7525	98.0455	96.1055	96.8173	94.3514	98.3764	93.6843	98.8243	91.1816	72.2536	97.5666	91.8403	98.6497	98.56	93.9436	89.3337	79.0556	89.5029	95.5745	85.9291	100.7222	94.2775	93.8363	87.8356	96.2612	88.2034	86.1692	94.81	94.7798	89.8469	94.3189	87.0696	91.3427	96.9882	93.4533	97.5917	97.7895	95.5171	92.7547	96.4702	89.9177	97.1285	91.6254	72.0323	97.3682	91.1962	100.0295	99.4286
sub-0159	97.7071	101.1947	97.7045	92.0289	82.0439	87.7834	96.1552	89.1451	101.9554	90.7021	94.2804	87.4105	94.8619	89.7424	88.251	95.6412	95.1962	83.4725	95.6497	92.1594	92.6818	100.1946	95.972	97.2319	99.2809	95.3607	94.8548	95.4972	93.6048	97.1507	82.9558	80.6832	97.6571	94.0184	97.9934	102.0059	95.3465	92.2959	77.6307	87.7189	93.1224	87.7336	102.3901	91.1376	96.8974	88.7647	96.1753	89.4626	87.7321	95.6049	95.0341	85.1816	94.0919	91.5798	89.7338	99.7402	93.9509	97.7627	102.6031	94.6482	94.2215	93.9843	90.9685	95.9459	88.3708	80.4922	96.9296	91.9952	100.446	100.0366
sub-0160	99.1882	104.3986	97.4221	93.5893	82.7467	91.9425	97.6911	89.6616	101.3598	93.8672	92.8195	89.2282	90.7157	90.4366	88.8434	95.546	97.7034	87.2206	95.9857	91.2301	92.9436	100.8413	96.8353	98.5713	95.1706	96.4474	94.5734	96.8908	93.9968	99.3166	86.1181	73.8981	97.2257	92.3682	96.5202	101.0841	96.9417	94.5197	79.9829	89.3364	95.6002	87.1354	101.1954	93.1354	92.5591	90.5377	93.9226	87.8167	85.6226	96.7742	93.3394	86.5015	92.6686	93.6777	92.0575	100.5689	94.4358	98.3053	98.645	95.6508	94.3626	95.3416	88.6255	96.9194	86.1921	74.1178	95.1097	89.4804	101.6088	100.132
sub-0161	99.4459	102.5813	97.654	92.3335	80.3818	91.7358	99.4158	91.9173	100.4375	93.2505	94.198	88.5472	95.9407	91.1663	89.4109	96.9942	97.3582	86.4513	95.2948	90.4465	94.9408	99.9121	97.1044	99.5068	98.9279	96.5328	96.03	98.9488	94.7534	97.716	89.5796	80.8701	97.1057	91.5231	97.5464	101.9561	95.3714	91.3215	79.5201	89.4396	95.9387	88.464	100.3879	94.0498	96.2534	87.5457	96.0374	87.254	87.4303	97.3041	94.8566	87.2933	91.6705	89.5735	92.0536	99.1608	94.8292	98.1917	101.4029	95.7263	95.0573	97.0738	90.8863	95.6493	87.2573	82.5303	93.1219	90.7257	99.9781	99.3289
sub-0162	98.0554	102.9901	98.4775	93.5248	82.9863	90.4514	100.1849	89.576	99.7248	94.3713	95.1599	86.7616	96.8941	90.6439	85.0931	95.2795	98.9411	91.4626	98.5048	89.1756	93.5416	99.7248	95.7982	96.8341	95.9582	97.6581	95.2679	97.7356	92.3551	100.0175	89.7293	76.4183	96.8134	92.3807	100.924	102.189	97.3032	93.1112	78.3987	88.6281	98.0628	87.5066	99.2047	94.5051	95.0798	88.0608	95.0943	91.5064	84.0034	95.2439	98.4987	90.6295	94.4588	89.7731	93.1682	99.7197	95.608	96.4938	98.4664	96.2184	94.0242	95.677	92.4018	99.7929	92.2734	79.9729	97.3065	92.6139	99.9662	99.9075
sub-0163	96.5223	103.2836	97.5074	91.2161	81.4941	91.147	98.0883	89.4536	100.4448	91.9914	94.116	88.0876	93.9698	91.116	92.0206	96.3052	98.6861	86.151	96.7371	89.1766	94.1167	100.3005	95.4067	98.3624	98.6677	97.0854	94.5524	97.9576	94.791	98.2323	89.0178	73.8114	97.1295	91.462	100.6873	101.6881	96.9503	92.1313	82.7317	91.2609	97.0426	87.1915	101.7552	95.0382	96.3221	88.6832	96.4668	90.7335	91.4737	96.8562	97.039	90.5321	96.8019	88.0666	94.3795	101.3533	95.9232	99.3801	103.8084	96.4284	94.8526	98.1405	92.9078	99.8521	88.1398	77.767	98.6786	92.3171	100.8824	101.0211
sub-0164	94.8513	104.3908	97.8701	94.6995	80.3856	91.756	97.8303	89.1672	101.6462	93.5853	93.7686	91.7847	92.8012	88.7987	89.1313	92.9791	97.5247	86.5446	96.0309	92.3488	93.9931	101.0631	96.694	99.4718	98.5029	96.8274	94.8818	97.5658	96.1803	99.0853	85.5379	74.4225	99.0455	94.2429	98.3662	104.735	95.1668	95.5008	81.421	90.6187	95.0039	90.0605	102.4683	91.3211	95.0528	90.2277	96.4384	88.4972	88.7331	95.6688	98.9305	87.5389	95.353	91.5442	93.712	101.6994	94.9181	98.6357	104.1612	95.5364	93.329	95.3466	94.4037	98.5622	88.6196	82.6923	99.8931	94.4318	102.175	101.9336
sub-0165	97.1954	100.8372	95.6722	89.9621	79.7018	91.1829	97.7036	89.9047	101.431	91.2257	94.559	85.0007	94.0384	91.4845	89.0428	94.7497	96.6068	88.6931	94.674	86.3702	93.8516	99.5353	94.6307	97.9174	98.89	96.0529	94.1981	97.1403	94.5767	98.8584	86.0268	80.319	96.8276	93.8152	99.6343	98.9925	95.8114	92.4042	78.4617	90.3081	96.5159	88.4816	100.6683	91.8727	95.963	87.7365	95.7481	89.9488	87.3388	93.8659	96.1225	89.6804	95.3761	89.3556	92.1339	98.4472	93.9837	97.4131	103.2254	96.2158	94.0063	96.5168	91.9755	97.583	87.8367	78.1032	97.3746	92.0611	99.989	99.427
sub-0166	97.2902	103.2336	98.0362	93.2096	81.1207	92.8426	98.1431	89.4924	101.813	90.9005	93.3934	88.8243	93.7068	87.6825	90.2074	97.2117	97.9397	88.2592	95.1203	88.4446	95.1329	101.0037	97.3328	100.3476	97.8794	96.1701	96.3907	100.2673	94.2431	99.3482	92.3091	79.4509	98.1671	92.5238	97.5935	102.8897	95.927	89.559	78.9438	90.8844	97.0458	88.7515	102.157	90.1589	94.7764	87.4134	95.934	86.6273	90.2811	96.4813	97.6872	91.3121	95.2781	86.5093	92.4457	100.0119	95.5214	99.3158	101.7654	96.1048	96.0461	99.4798	91.5	97.7958	88.547	78.3777	96.3097	92.39	100.8301	100.0992
sub-0167	95.7378	103.3434	95.3721	91.1084	79.2692	89.7464	97.8978	88.8545	101.0783	90.7208	93.7148	82.9889	94.6977	89.0266	86.9733	95.9643	96.5264	88.1644	96.8796	86.4857	92.9141	99.2613	95.2053	96.9979	96.6569	98.3536	93.5081	98.4239	94.1185	97.5393	95.9213	80.7119	97.0808	93.5337	97.1377	100.8165	94.1839	91.8875	79.7383	89.965	93.7986	88.361	100.6752	90.3391	95.1556	86.1322	97.5808	88.6337	85.1819	95.7652	96.3047	88.5172	96.2603	88.1057	90.8293	97.7736	93.1803	96.7686	101.0159	95.9825	92.4824	95.9634	92.0752	96.164	91.9078	79.9099	93.1832	93.0611	99.5407	99.8957
sub-0168	97.4202	101.7632	96.4554	92.77	84.0443	92.8459	100.2232	92.5916	101.1714	93.7226	94.6312	88.9025	96.1691	94.043	92.2714	96.8128	97.6047	88.94	96.7288	84.9727	94.0877	101.5597	96.5656	99.2123	97.4361	96.9719	95.7496	99.779	96.6913	100.0154	89.881	82.3534	97.7987	91.9865	97.2385	100.6412	96.1219	88.8998	87.1472	90.5221	98.3344	89.3167	101.1846	90.9845	93.5714	86.4169	95.5987	90.5225	91.0649	96.8273	95.1905	88.2797	95.6022	82.99	93.8593	99.934	95.1524	99.3155	99.7275	95.76	94.7069	98.7074	93.1289	97.9844	91.8961	83.6644	98.7613	90.9103	101.44	100.354
sub-0169	97.4788	102.2504	97.0957	91.1233	81.9171	91.0424	97.316	89.2924	100.1036	89.7955	93.219	86.4749	94.0498	91.041	88.6874	95.2875	96.9125	87.6828	96.2125	85.0109	91.6446	99.3351	95.1581	97.8813	100.6001	96.3157	95.0831	97.2341	96.2756	98.6807	90.2566	76.2519	95.8417	92.376	97.782	100.1385	95.4799	90.3945	82.2783	90.1311	97.4214	89.0654	100.8003	91.4557	95.4573	83.9568	95.4806	88.3039	86.3935	96.1598	97.4462	88.4232	93.7141	82.1227	90.462	100.1364	92.7827	96.2683	101.1926	96.2811	94.4123	95.4385	92.4686	97.5081	92.6704	73.8484	93.7088	93.723	100.3545	100.1989
sub-0170	98.9262	103.8576	97.1842	94.5108	78.1611	90.4713	98.2202	89.0611	101.7926	92.1282	92.668	88.0558	93.9092	90.4356	87.4797	95.8593	97.3457	83.1855	94.8363	93.1419	92.4685	101.0467	96.1728	97.6913	97.5151	95.8277	94.7877	95.6119	93.0056	97.7553	85.4259	76.3083	98.1391	93.8164	99.004	102.8094	94.4483	92.9437	74.3546	89.9767	94.9685	87.6724	102.3721	90.3031	95.4372	89.2505	96.6779	89.5968	87.6944	95.334	97.0586	88.8998	95.24	90.7918	90.874	100.4877	94.2053	97.244	101.7071	95.2467	94.2226	95.0108	91.6667	97.3098	85.6757	75.2656	97.8149	92.2833	100.6623	100.6233
sub-0171	99.4555	101.7638	97.4524	93.1677	81.3381	91.6141	98.3566	90.8423	100.5327	94.7016	96.0238	88.2935	93.6205	91.9543	86.8884	96.8942	98.7255	91.1714	99.1704	91.2448	94.5404	102.1055	95.6772	98.4771	99.9791	98.6476	94.807	97.9039	96.3937	101.2684	91.4488	77.0671	97.3	93.4894	97.2511	103.6902	96.6995	90.7683	79.8745	88.838	96.3115	87.7849	101.1731	92.847	96.7571	86.0375	97.4574	89.7239	85.9425	97.5835	97.3002	89.4457	96.7138	87.0267	93.5919	101.2853	95.2016	98.1636	101.2609	96.0479	94.3554	97.8447	90.7663	97.6826	90.4657	76.1447	97.9405	90.8748	101.0398	100.0227
sub-0172	97.382	106.4078	96.9752	93.5292	80.1897	91.2539	99.395	88.0126	103.1861	96.3266	94.6558	89.6005	91.402	89.3931	88.3419	95.2328	97.2533	86.7029	95.743	92.0181	93.4235	101.6683	95.0136	99.8327	102.7385	96.465	95.5747	98.6924	93.6504	98.1114	86.4948	75.184	96.6466	93.8134	96.1485	103.3107	95.9966	93.9294	80.25	90.7466	96.4371	84.3211	103.42	94.9453	95.6205	88.6636	94.2957	86.8517	88.2578	97.2121	97.0893	87.9242	95.3947	90.6184	91.9992	101.6251	93.9554	99.54	103.8234	95.9798	94.1807	97.8056	89.4682	97.916	85.1215	76.336	98.1169	92.8399	101.1509	101.1239
sub-0173	96.9751	102.4509	97.3923	88.3697	82.2464	90.0324	96.9233	89.6556	100.0136	88.6084	91.9959	85.2601	90.1881	89.2173	88.7368	94.1199	95.3495	86.0962	94.416	83.5912	92.411	99.9099	95.4891	96.8305	95.3028	97.4204	96.8	96.374	93.0512	98.0494	90.1912	76.7283	94.9167	92.5206	97.1875	101.4151	95.2659	88.2976	78.6734	89.1379	95.9929	86.631	99.519	88.639	93.3851	85.9114	94.6559	87.8029	86.8961	94.9206	95.554	85.5659	94.3995	83.9561	91.5261	98.7553	93.8124	95.838	95.7586	95.0062	95.7952	95.9136	90.2919	97.2868	91.5332	74.5009	95.6616	89.9644	98.6364	98.4197
sub-0174	97.5933	105.0941	96.517	92.6	80.8765	90.5675	99.0265	90.8395	99.6851	92.6905	92.9269	89.6644	92.4475	91.0471	89.286	96.5845	96.5514	87.0777	96.7108	89.6989	94.5018	99.5636	95.5629	98.6454	100.2926	96.8011	95.3269	99.0709	93.4271	98.824	86.6613	80.7467	99.2439	93.9754	97.7965	104.1821	95.9417	94.2791	81.783	89.7475	97.7631	88.5252	99.8876	94.5993	95.8102	88.5399	95.3204	89.8508	86.7512	96.7789	97.4749	89.3794	96.6534	86.7286	91.7218	100.1572	94.0672	99.2356	100.2814	96.1975	95.0955	98.8375	91.5495	97.9697	92.6198	80.5033	96.2003	91.9015	99.3109	99.4338
sub-0175	97.0684	103.7298	94.5371	92.4952	76.9188	91.1526	96.7635	86.4854	106.8672	86.5137	94.5058	88.5945	96.257	85.8239	88.5137	96.2819	92.6146	77.9373	91.555	87.8928	89.1428	102.393	93.8031	101.1895	99.6748	93.1976	93.7515	97.0188	93.2815	94.3689	84.4068	75.2216	96.3028	95.4262	99.4889	103.3488	94.3218	93.5129	77.4331	92.0805	95.3031	85.7291	107.9953	88.5339	97.8782	90.1189	100.7466	88.6337	90.658	96.2207	96.5894	86.6987	94.0567	89.6278	87.7791	104.0137	92.7072	101.4267	104.6401	93.7125	93.9568	93.3467	89.2258	95.0828	87.5804	73.9791	99.6975	94.295	101.7351	102.5556
sub-0176	95.0338	102.8037	97.3861	93.3019	83.5581	90.5202	96.5732	90.6357	99.7165	92.2398	95.7907	87.7435	94.412	90.0562	89.0037	96.2405	97.0094	89.8117	97.0582	89.1983	92.0189	101.2509	94.8911	97.4936	101.7962	97.8343	95.1117	98.2624	93.0502	97.9808	93.0795	82.9331	93.0635	92.7629	96.0076	103.0336	95.039	93.293	83.0111	89.7742	93.9433	87.6691	100.8362	90.8256	96.1902	88.9497	93.9599	87.8331	89.4145	96.2271	95.6941	90.0984	95.2275	87.4328	91.8021	100.9707	93.8751	97.766	102.109	95.7233	92.8906	96.2923	90.9388	97.3981	86.1056	77.6254	94.5277	91.2824	99.968	99.3809
sub-0177	98.4667	103.9091	96.4202	93.9971	80.4958	91.07	98.2805	89.4647	102.464	94.3197	94.9653	88.198	92.876	88.2926	87.8557	96.1489	96.3541	85.637	96.5394	86.6297	92.5276	102.4941	94.2755	98.1135	102.0462	96.5295	94.2052	97.6154	93.1805	99.5116	88.0188	75.3371	97.6254	91.5106	98.0152	103.7406	95.5199	92.9825	76.669	89.7608	95.1103	87.1632	103.1894	93.4843	94.5126	87.9657	96.7727	89.6586	86.5184	96.9295	95.9339	86.2082	94.4132	87.1646	93.2283	101.8874	94.5022	97.8964	100.4633	94.5523	94.4624	96.0796	91.2869	98.3919	87.4129	71.3872	96.4952	91.7037	101.0316	100.2694
sub-0178	100.0544	99.8962	97.0229	95.1081	80.4858	90.5679	97.828	88.4094	102.7086	91.9361	95.404	89.6081	94.1503	89.7894	88.787	94.0439	96.9076	87.6875	93.3813	91.8838	91.1241	99.1169	94.6355	98.7638	96.8353	95.7565	94.4546	96.3591	93.3205	97.2911	83.3699	77.218	97.3155	94.1995	99.4263	103.9234	94.8663	95.5058	81.5227	87.8099	94.6986	88.4953	103.4298	91.4565	94.6203	91.4189	97.39	87.4114	87.2165	97.8751	95.9952	88.8818	93.9006	92.2562	90.4164	99.7607	93.9416	99.9436	97.2388	94.1227	93.6279	95.896	91.3911	97.7204	87.3447	76.6575	97.7699	93.4831	101.1141	100.4971
sub-0179	99.3121	101.8663	96.5101	93.7274	77.5497	90.0642	98.2548	89.8126	100.3987	94.2891	94.1325	86.8852	92.783	90.8367	86.7765	96.0223	97.0009	90.2945	95.7891	90.4374	94.2551	100.9832	96.3091	98.0954	96.7304	97.1233	96.5052	97.7354	94.5317	98.9423	91.5176	77.8514	97.2018	92.3968	97.8528	102.6252	93.8925	94.1072	78.4294	88.9985	95.72	87.6097	100.4414	93.0553	94.8436	88.2598	95.604	86.4764	87.3852	96.6247	96.3177	88.6436	95.2782	91.5663	93.0971	99.9302	95.0175	96.2804	101.7396	95.914	95.1235	96.5537	91.9041	98.7899	91.5731	77.1475	98.1069	91.4933	100.176	99.7842
sub-0180	98.0308	103.2891	97.0327	93.3791	77.6007	90.734	97.6927	89.6961	101.3465	93.5046	94.2633	88.1091	94.5508	91.1665	89.3845	96.85	97.6768	86.223	96.3161	92.3955	93.6496	101.5979	95.0748	99.5032	99.1321	97.0117	96.156	98.3227	94.9553	97.6423	90.7393	73.105	98.5347	91.5401	96.9846	105.2397	95.9342	92.2733	79.9612	89.6704	95.934	89.324	100.7274	91.6997	95.3577	88.6177	95.6096	88.6285	88.1757	96.3659	98.1442	88.7216	95.0095	87.7481	93.4295	102.1363	95.6506	99.3539	103.4618	96.207	95.7568	96.0636	92.7731	97.4058	87.2742	76.0495	96.9625	91.8959	100.4828	100.9119
sub-0181	95.5546	103.8344	99.0139	93.2255	85.7418	91.1872	99.5492	92.3059	100.1218	95.3461	95.7928	86.5089	94.6746	92.0353	91.7184	95.9549	98.1888	89.0395	96.5015	89.201	96.0745	99.6814	96.7561	98.0362	100.6982	97.6274	94.9409	98.2098	94.7173	100.0477	91.0912	80.1081	96.1192	92.7031	97.2518	99.1943	95.0722	93.6863	81.0234	89.4397	96.6497	90.0519	98.7711	93.4171	97.2048	88.7493	97.7417	89.7416	89.2646	96.589	98.303	90.8876	95.6088	91.3018	94.2014	99.737	94.9595	98.1862	99.3258	96.4011	94.1316	98.2237	92.3198	99.2395	90.5333	81.0542	92.4014	91.5278	100.863	100.7227
sub-0182	94.1429	102.594	97.0318	92.854	80.7126	91.1785	97.3213	86.7725	102.1148	92.1994	95.9353	87.6069	93.3536	91.2955	88.9438	94.8128	96.8797	86.0164	96.5654	88.7692	90.8009	100.7394	95.2441	98.2716	103.0426	97.4211	94.9142	95.6736	92.9793	95.3522	87.7614	72.5744	97.9642	94.3711	100.5377	100.0551	95.3875	93.3881	79.8164	91.7966	96.1368	88.7121	102.4361	92.1778	96.9085	87.2487	97.3967	91.8645	89.7537	95.5349	95.6561	89.5177	95.929	88.6256	92.317	100.2738	94.9298	97.9027	100.4438	96.243	94.8379	95.096	92.8554	96.7485	85.8893	77.1353	99.5649	91.5632	101.9201	100.9532
