Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	BrainSegVolNotVentSurf	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-0119	8893.2	469.4	13451.2	59008.7	7102.3	3545.2	5208.7	1883.0	859.5	1843.3	20448.4	3855.1	1596.5	612.9	732.8	3947.7	42.2	511.9	6049.0	291.9	12652.9	58063.0	6911.8	3388.6	5055.6	1676.2	4109.6	1464.3	731.5	3853.3	45.3	544.1	0.0	716.2	0.0	0.0	0.0	0.0	0.0	187.2	820.8	443.3	397.1	441.5	832.5	1140513.0	1121020.0	1121245.347022	251772.893079	246281.001009	498053.894088	214898.3249	210089.128033	424987.452933	56573.0	671220.894088	997670.347022	981261.347022	979293.0	1427076.0	0.927458	1.16049	13.0	19.0	32.0	1229718.867021
sub-0120	13199.2	719.6	14513.7	58507.6	7135.9	3197.0	5471.2	1898.2	1296.3	2180.8	21915.4	3820.9	1473.1	877.7	633.4	3867.4	34.7	515.2	12128.9	632.1	14545.3	57554.6	6778.1	3449.3	5607.2	1942.3	3963.3	1627.8	777.4	3882.2	18.6	606.3	0.0	948.9	0.0	0.0	0.0	0.0	0.0	200.7	1012.2	473.3	388.7	410.4	958.7	1155740.0	1124240.0	1123922.509516	233463.404499	232064.040962	465527.445461	228338.559163	229741.504892	458080.064055	57001.0	637819.445461	1009107.509516	981799.509516	980800.0	1483862.0	0.747169	0.959295	3.0	4.0	7.0	1546825.809346
sub-0121	12789.9	269.1	13768.9	60898.0	7288.4	3278.2	5748.6	1954.7	904.1	2443.2	21161.3	3982.3	1501.5	900.5	719.8	3690.3	32.8	479.0	6859.3	369.6	13005.3	61295.3	7024.6	3263.0	5688.0	1836.9	4085.5	1567.7	771.2	3830.8	25.2	598.1	0.0	1000.1	0.0	0.0	0.0	0.0	0.0	190.8	862.4	381.2	346.6	408.1	769.2	1141570.0	1116627.0	1116505.7497	246603.301917	245298.502067	491901.803984	210382.028823	209080.916893	419462.945715	57598.0	671416.803984	991575.7497	970681.7497	968971.0	1436953.0	0.798072	1.004574	11.0	14.0	25.0	1430410.226792
sub-0122	6645.8	681.0	12898.1	58733.7	7400.5	4382.8	5661.5	2073.9	970.4	2025.3	20932.4	4105.1	1359.8	966.3	756.3	4292.1	19.3	619.7	6574.5	383.6	12840.8	57418.9	7053.2	4623.5	5724.4	1966.2	4221.2	1545.6	690.4	4284.0	14.5	697.5	0.0	1014.2	0.0	0.0	0.0	0.0	0.0	162.2	1002.1	565.4	639.6	544.8	793.0	1206998.0	1188271.0	1187990.834065	267531.793715	263542.808005	531074.601721	227953.349502	227124.882841	455078.232344	61621.0	708026.601721	1064263.834065	1049312.834065	1047941.0	1510370.0	0.922652	1.154555	18.0	12.0	30.0	1308183.182692
sub-0123	7464.7	661.4	15671.1	69135.1	8254.0	3853.3	5430.6	2015.5	1070.4	2231.6	24198.1	3884.5	1598.6	1040.4	932.9	3980.5	107.6	363.0	8098.1	272.8	15067.9	67191.0	7627.2	4321.0	5421.6	1849.9	3935.3	1519.0	747.2	4137.0	23.0	644.3	0.0	1076.7	0.0	0.0	0.0	0.0	0.0	196.1	962.1	590.3	435.9	526.1	923.9	1330721.0	1309732.0	1309545.998485	272453.891702	274016.010075	546469.901777	267184.322918	269376.77379	536561.096708	60775.0	743382.901777	1162480.998485	1145649.998485	1143924.0	1686224.0	0.781797	0.990654	9.0	16.0	25.0	1702131.883701
sub-0124	2890.7	273.5	12534.6	52591.3	6416.8	3610.5	4760.9	1874.0	604.4	1339.5	19293.2	3641.8	1398.1	727.6	648.4	3738.4	29.5	407.1	2816.4	394.9	12605.0	52900.1	6078.3	3875.9	4751.5	1784.7	3481.0	1455.1	590.1	3451.1	16.0	429.2	0.0	1202.0	0.0	0.0	0.0	0.0	0.0	106.8	901.0	531.7	656.1	490.1	868.9	944912.0	935840.0	935711.144813	203751.432825	203815.777794	407567.210619	173267.639286	172744.294908	346011.934193	52948.0	565431.210619	814674.144813	808071.144813	806598.0	1171812.0	0.89792	1.113536	20.0	17.0	37.0	1052334.054241
sub-0125	4837.0	398.3	12881.6	56956.0	8454.7	3685.3	5367.6	2179.7	1053.9	2176.7	21028.7	4755.8	1793.0	859.8	736.9	4459.4	39.8	357.1	7077.0	212.8	12376.1	56343.1	7939.1	3954.8	5489.7	1982.8	4672.2	1807.0	653.9	4425.4	48.2	540.4	0.0	909.3	0.0	0.0	0.0	0.0	0.0	188.3	938.4	560.0	615.1	506.1	862.5	1252214.0	1235556.0	1235610.69617	265464.824516	265953.52479	531418.349306	252174.274603	251512.072262	503686.346865	63785.0	707714.349306	1113179.69617	1100404.69617	1098750.0	1574796.0	0.915181	1.15094	11.0	9.0	20.0	1368269.34666
sub-0126	5721.0	254.8	14604.9	59423.3	7258.5	3497.2	5725.6	2097.5	806.4	3212.8	20905.1	4119.4	1641.1	721.8	709.1	4104.2	44.0	380.9	6161.2	239.0	13062.8	58211.5	6947.5	3619.5	5630.0	2160.0	4470.2	1852.3	703.2	3944.3	29.4	410.7	0.0	993.8	0.0	0.0	0.0	0.0	0.0	138.2	943.7	614.4	479.0	596.2	1004.3	1185553.0	1168528.0	1168239.844172	260984.162523	261701.870579	522686.033102	221248.804608	220840.006462	442088.81107	60163.0	700159.033102	1039327.844172	1026786.844172	1025160.0	1500260.0	0.875329	1.107687	12.0	9.0	21.0	1354407.834998
sub-0127	7388.3	257.2	13442.9	52765.8	7378.8	3418.9	5421.7	1797.3	645.6	1649.0	20920.9	4098.1	1664.3	788.4	741.9	4216.6	26.9	467.7	5612.1	326.3	13043.0	53772.0	7424.3	3750.2	5470.9	1762.9	4508.5	1619.0	697.3	4055.1	31.3	559.6	0.0	901.5	0.0	0.0	0.0	0.0	0.0	163.9	1010.3	592.6	527.5	523.8	1102.4	1205908.0	1189014.0	1188807.234339	260527.014414	266788.318027	527315.332441	231131.813724	239712.088175	470843.901898	59714.0	692545.332441	1073055.234339	1058975.234339	1057978.0	1508918.0	0.868465	1.086685	13.0	15.0	28.0	1388551.522021
sub-0128	4202.1	469.0	13612.5	60347.2	8087.5	4348.5	5445.7	1993.2	846.4	2755.9	22698.9	4626.2	1448.4	802.2	798.7	4403.6	48.3	415.0	4789.1	306.8	14151.1	61341.9	7627.6	4024.0	5375.3	1872.8	4671.1	1607.6	811.5	4256.7	45.4	615.1	0.0	971.1	0.0	0.0	0.0	0.0	0.0	207.8	1027.1	688.7	861.2	913.8	893.9	1255816.0	1241378.0	1241312.118727	273817.090748	276514.553903	550331.644651	240102.529944	240069.944132	480172.474075	62947.0	734647.644651	1105301.118727	1095020.118727	1093415.0	1553276.0	0.777958	0.96223	20.0	28.0	48.0	1614246.708114
sub-0129	6553.1	266.2	14120.4	59041.8	6661.1	3373.7	4919.4	1872.5	639.2	1478.8	20021.7	3877.1	1516.9	693.1	695.4	3792.6	19.9	385.1	5046.9	429.3	13107.7	58168.7	6400.2	3466.3	4816.9	1935.5	3857.4	1646.1	881.2	3832.8	18.1	378.1	0.0	669.5	0.0	0.0	0.0	0.0	0.0	201.1	864.7	600.3	451.1	485.9	1076.6	1115082.0	1100023.0	1100340.638042	244737.090637	242838.610014	487575.700651	207728.13638	206887.801011	414615.937391	54950.0	659174.700651	971249.638042	958710.638042	956690.0	1388690.0	0.866723	1.079391	6.0	12.0	18.0	1286549.332646
sub-0130	6026.4	529.3	14682.1	53482.0	7240.0	3778.7	5487.7	2094.2	822.5	1912.2	22202.9	4126.7	1465.1	985.3	827.8	4182.9	27.4	477.1	5026.7	657.6	14474.5	52085.1	6987.7	3989.0	5594.1	2053.0	4124.5	1382.2	652.8	4240.3	31.4	719.5	0.0	910.7	0.0	0.0	0.0	0.0	0.0	145.1	909.5	529.5	719.7	476.3	885.8	1117341.0	1100980.0	1100630.1457	229480.55192	226961.462844	456442.014764	226370.103029	225414.027907	451784.130936	59678.0	621018.014764	982422.1457	969520.1457	968157.0	1418658.0	0.879098	1.116168	27.0	24.0	51.0	1271007.993467
sub-0131	10129.0	458.8	15361.4	65234.6	7768.9	4282.6	6088.6	2149.0	1408.3	2219.5	22392.2	5091.9	1556.7	980.9	723.9	4684.9	57.6	617.5	11614.1	341.2	14216.8	62486.7	7805.7	4602.7	6165.8	2186.7	4937.2	1517.4	745.5	4504.1	42.9	650.1	0.0	973.3	0.0	0.0	0.0	0.0	0.0	135.9	934.2	516.3	436.2	495.5	1130.2	1332119.0	1304447.0	1304556.131752	293571.517558	293567.609304	587139.126862	247009.337189	248342.667701	495352.00489	66188.0	780504.126862	1173949.131752	1150673.131752	1148545.0	1653443.0	0.755088	0.937225	18.0	12.0	30.0	1764190.675041
sub-0132	4514.2	395.4	12649.4	52715.7	7261.5	3484.6	4635.5	1763.9	722.8	1978.5	18666.1	3560.4	1488.2	799.4	636.6	3596.8	35.1	323.4	3753.9	372.0	11795.4	52160.0	7082.3	3517.5	4694.0	1746.1	3810.7	1768.8	586.8	3632.5	28.2	315.3	0.0	1017.4	0.0	0.0	0.0	0.0	0.0	125.1	960.5	547.9	648.9	662.1	878.7	1034719.0	1022236.0	1022550.731183	227269.587393	224563.137724	451832.725118	195271.982286	193479.023779	388751.006066	54565.0	610497.725118	905607.731183	896428.731183	894769.0	1287261.0	0.890386	1.107701	10.0	13.0	23.0	1162101.650501
sub-0133	8029.2	450.9	16125.4	63938.5	7828.4	4218.7	5622.9	2150.3	859.8	2097.4	23581.4	4277.1	1887.8	903.3	792.2	4227.3	80.2	509.9	4919.0	631.7	15740.1	62648.1	7479.8	4543.9	5579.6	2056.8	4361.6	1875.5	783.6	4200.2	20.8	578.2	0.0	1497.0	0.0	0.0	0.0	0.0	0.0	162.2	770.3	483.3	572.6	498.3	844.1	1286042.0	1267941.0	1268379.122883	277250.863422	276212.318314	553463.181736	247910.21731	247019.723837	494929.941147	63292.0	742853.181736	1128133.122883	1113681.122883	1111194.0	1575936.0	0.926701	1.135594	6.0	10.0	16.0	1387763.249643
sub-0134	6119.6	384.3	13186.5	61515.2	7232.0	3963.9	4397.1	1691.5	808.9	2018.7	19750.1	3456.5	1326.6	857.8	600.0	3799.1	22.6	480.9	4705.5	338.2	12972.9	59685.4	7105.8	3969.3	4365.4	1666.3	3735.1	1360.3	702.4	3895.2	17.3	521.2	0.0	619.8	0.0	0.0	0.0	0.0	0.0	158.4	883.9	487.7	523.0	418.7	862.5	1163960.0	1148514.0	1148580.396543	253700.63623	257005.462777	510706.099007	218191.169454	219607.128083	437798.297537	54668.0	685585.099007	1016765.396543	1004780.396543	1003003.0	1440747.0	0.87596	1.084262	8.0	5.0	13.0	1328781.652489
sub-0135	8678.6	418.8	13382.3	56222.6	7119.6	3682.6	4505.1	1828.1	715.9	1933.3	20859.2	3836.4	1311.4	849.4	830.4	3840.9	32.6	371.7	5513.7	596.3	13087.6	56317.6	6792.5	3864.8	4517.9	1897.1	4093.1	1411.0	755.3	3819.7	18.5	529.4	0.0	639.7	0.0	0.0	0.0	0.0	0.0	147.9	897.8	519.4	480.8	461.5	812.9	1106304.0	1087460.0	1087531.169544	239892.119674	244509.374136	484401.49381	203851.658298	206507.017436	410358.675734	55512.0	651926.49381	967242.169544	951639.169544	950106.0	1394572.0	0.913122	1.151053	8.0	13.0	21.0	1211561.579842
sub-0136	10769.3	442.5	12025.7	50755.4	6126.6	3412.8	5023.5	1746.7	1260.8	2239.0	18816.4	3406.6	1244.0	871.8	731.7	3722.4	86.4	471.3	10804.6	390.5	12723.1	50717.2	5903.0	3632.5	5214.3	1789.1	3619.1	1323.6	564.6	3512.9	47.1	487.3	0.0	1327.8	0.0	0.0	0.0	0.0	0.0	140.7	728.8	371.7	415.0	426.0	893.1	1043214.0	1016367.0	1016260.970406	212687.143538	218448.054222	431135.19776	203289.283158	204631.489488	407920.772646	52679.0	584526.19776	915757.970406	893021.970406	891834.0	1327206.0	0.821352	1.044946	13.0	7.0	20.0	1270118.732709
sub-0137	11524.8	367.7	13976.2	60950.6	7091.8	4043.8	5184.2	1667.0	1213.0	2562.7	21045.0	3568.2	1473.4	1333.7	666.2	3799.5	38.0	644.2	10284.6	382.5	13807.9	59017.4	6670.2	4271.0	5157.6	1696.5	3442.4	1763.7	742.1	3699.4	33.5	575.2	0.0	1041.4	0.0	0.0	0.0	0.0	0.0	180.2	982.2	544.2	417.7	514.6	1056.1	1242540.0	1214336.0	1213818.097244	281202.90367	276477.865762	557680.769432	226461.281585	226149.046227	452610.327812	56352.0	734362.769432	1092655.097244	1069377.097244	1067075.0	1552845.0	0.812915	1.015928	25.0	21.0	46.0	1528498.946679
sub-0138	5935.3	315.4	12269.5	51549.4	7798.4	3619.8	4605.6	1587.3	692.0	2115.6	18970.5	4286.4	1437.9	626.0	734.2	3994.1	52.2	465.3	7120.6	345.7	11687.6	50249.6	7608.4	3739.5	4704.7	1654.3	4698.0	1831.1	721.9	3720.2	21.3	617.5	0.0	893.3	0.0	0.0	0.0	0.0	0.0	130.1	970.1	479.6	383.8	424.6	893.4	1173732.0	1156408.0	1156524.483986	268076.42644	268462.786079	536539.212519	218216.418481	219512.852986	437729.271467	58265.0	696175.212519	1047992.483986	1033893.483986	1032361.0	1465032.0	0.881047	1.099707	14.0	9.0	23.0	1332201.738154
sub-0139	3776.8	340.0	13699.8	52124.6	7342.0	3641.5	5759.9	1955.1	729.2	1246.9	19995.5	3999.7	1464.5	717.4	669.3	4066.1	31.8	409.9	2586.3	484.9	12621.9	50017.9	7228.4	3584.3	5611.9	1849.3	3966.3	1247.7	515.3	4019.7	8.4	426.1	0.0	1545.1	0.0	0.0	0.0	0.0	0.0	174.7	791.6	540.4	581.1	548.1	739.5	1089138.0	1079355.0	1079198.543728	245615.744291	244475.692332	490091.436623	201769.576697	201558.530408	403328.107105	58134.0	650327.436623	960716.543728	953392.543728	951599.0	1369601.0	0.855371	1.075636	9.0	14.0	23.0	1273293.645814
sub-0140	7365.5	249.4	12358.6	47917.8	7259.4	4335.6	4708.0	1859.5	833.4	2667.4	18537.1	3874.2	1631.7	831.6	816.5	3869.1	35.2	348.5	5750.0	758.3	12019.5	46643.5	7018.9	4586.9	4970.2	1754.3	4079.9	1690.3	689.8	3803.7	25.4	602.3	0.0	988.2	0.0	0.0	0.0	0.0	0.0	170.4	979.6	530.9	452.9	472.6	1016.0	1164930.0	1146479.0	1146619.39516	258204.64321	258785.013536	516989.656746	227921.335595	225834.402819	453755.738413	58284.0	669591.656746	1044834.39516	1030494.39516	1028788.0	1454866.0	0.889914	1.111402	14.0	14.0	28.0	1309036.588567
sub-0141	4619.5	366.8	13122.3	56630.2	7510.3	3938.7	5619.9	1818.6	889.4	1414.6	21938.7	4366.7	1583.3	941.7	905.3	4212.2	20.5	444.5	5095.0	332.4	12676.8	55758.4	7333.3	4329.0	5457.6	1837.2	4623.4	1687.8	720.8	4139.6	16.7	627.3	0.0	804.5	0.0	0.0	0.0	0.0	0.0	236.0	1066.8	610.6	720.6	1018.9	994.4	1283792.0	1269841.0	1269789.063201	302366.575317	296757.552861	599124.128177	237043.691945	234692.243079	471735.935024	61873.0	773270.128177	1145358.063201	1134497.063201	1132613.0	1601347.0	0.818272	1.020677	16.0	23.0	39.0	1568906.612169
sub-0142	11702.8	472.6	12732.8	54086.6	6671.9	3500.2	5092.3	1884.1	920.3	2115.6	18602.3	3793.4	1424.8	1118.8	650.5	3735.0	52.3	706.2	11136.1	516.8	11781.7	51052.7	6463.8	3561.5	5032.6	1789.9	3730.3	1218.1	587.4	3602.6	25.9	537.5	0.0	856.2	0.0	0.0	0.0	0.0	0.0	174.7	848.0	424.2	435.0	445.1	1020.1	1136575.0	1107974.0	1107752.936298	249978.459382	248649.004063	498627.463445	213230.051791	213585.421062	426815.472853	54561.0	657686.463445	1006109.936298	981499.936298	980139.0	1439330.0	0.800942	1.014293	12.0	18.0	30.0	1419047.042238
sub-0143	5509.3	350.4	13247.7	55446.2	7272.3	3418.9	5179.5	2085.8	944.8	1310.4	21948.8	4029.3	1510.0	832.8	678.6	4071.1	48.2	589.9	5387.4	445.5	13478.9	54320.1	7176.6	3678.4	5109.0	1796.6	3816.4	1664.5	652.1	4079.0	17.5	635.7	0.0	712.3	0.0	0.0	0.0	0.0	0.0	171.8	1012.2	616.7	571.1	618.7	1023.0	1174885.0	1159677.0	1159882.722836	258916.454997	260530.536718	519446.991715	222282.708044	224435.023077	446717.731122	57837.0	687384.991715	1038655.722836	1026357.722836	1023716.0	1479626.0	0.931122	1.172636	17.0	14.0	31.0	1261795.146594
sub-0144	3922.0	133.1	13703.2	63559.9	8067.9	2829.0	4908.4	1923.4	735.4	2819.0	23307.6	4239.6	1800.0	849.7	553.8	4259.5	38.8	452.1	3737.9	254.1	13514.3	62561.2	7531.5	2924.9	4908.6	1758.1	4486.1	1779.7	561.7	4316.5	25.3	479.9	0.0	675.0	0.0	0.0	0.0	0.0	0.0	150.2	798.0	534.0	674.9	601.3	740.2	1209399.0	1196989.0	1197109.049693	265594.232409	272325.303086	537919.535494	222721.131734	226857.382465	449578.514199	58246.0	721497.535494	1055502.049693	1047233.049693	1045537.0	1523864.0	0.877904	1.106174	10.0	20.0	30.0	1377598.763074
sub-0145	3409.1	219.7	10925.8	51417.7	6681.2	3247.3	4803.3	1573.8	750.9	1580.7	18580.0	3612.9	1353.0	805.9	601.7	3559.3	92.7	338.0	4067.7	209.3	10607.8	50063.0	6358.6	3505.9	4884.4	1475.6	3639.8	1330.2	557.5	3577.7	19.1	490.4	0.0	709.9	0.0	0.0	0.0	0.0	0.0	104.9	780.0	406.9	622.5	448.5	886.3	1049555.0	1038528.0	1038485.41472	226491.914858	232448.165225	458940.080083	202755.176827	203107.15781	405862.334636	52244.0	611940.080083	926688.41472	918556.41472	917093.0	1328817.0	0.888697	1.125158	9.0	5.0	14.0	1181004.283169
sub-0146	9393.0	242.4	14119.8	57268.0	8292.2	4483.9	6415.9	2407.9	812.9	1540.8	22175.3	3927.4	1694.2	1076.1	800.0	4197.2	45.9	387.8	11731.9	722.3	14402.0	56680.0	8049.7	4802.3	6454.5	2330.0	3913.0	1915.9	718.4	4386.6	27.0	600.7	0.0	757.6	0.0	0.0	0.0	0.0	0.0	165.4	855.4	578.1	465.1	582.8	975.8	1335567.0	1309750.0	1310006.441993	295508.760958	291381.958251	586890.719209	259863.408702	255852.314082	515715.722784	66112.0	766713.719209	1193292.441993	1170726.441993	1168386.0	1648690.0	0.779509	0.962265	16.0	15.0	31.0	1713343.66495
sub-0147	8448.5	305.1	13388.8	50985.5	7037.3	3704.3	4365.0	1864.8	989.3	2643.8	19025.6	3760.3	1219.4	1303.0	594.1	3602.3	36.6	747.8	9386.6	312.2	12391.3	50944.1	6837.4	3775.7	4654.6	1823.0	4180.7	1409.3	556.4	3747.9	14.1	625.2	0.0	681.5	0.0	0.0	0.0	0.0	0.0	195.3	1017.4	534.1	547.3	487.3	811.6	1132898.0	1108780.0	1108411.786093	235962.816438	240832.031818	476794.848256	224140.921583	226412.016254	450552.937837	54580.0	633199.848256	1002935.786093	983593.786093	982178.0	1429622.0	0.742034	0.936384	5.0	8.0	13.0	1526747.497947
sub-0148	5063.3	468.9	14521.5	60439.8	8397.5	4058.4	5700.2	2015.5	872.5	2324.6	22751.5	4224.1	1619.3	740.1	661.2	4288.6	21.1	440.9	5231.3	507.6	14674.8	61459.1	7704.9	4168.5	5720.2	1957.4	4224.0	1727.8	611.8	4216.0	26.4	563.9	0.0	1432.5	0.0	0.0	0.0	0.0	0.0	212.0	981.2	707.1	785.5	701.1	943.4	1286001.0	1270800.0	1270842.076827	275877.048756	277190.780011	553067.828767	252318.729071	252788.518989	505107.248059	62544.0	737442.828767	1134323.076827	1122829.076827	1120536.0	1562100.0	0.779826	0.947251	13.0	19.0	32.0	1649087.282336
sub-0149	5507.5	365.7	15193.0	62260.6	8562.2	3957.9	5595.8	1874.9	880.9	1798.7	24823.7	5019.2	1786.7	992.4	781.5	4775.5	66.1	615.7	4771.1	721.1	14397.7	60803.6	8508.4	3910.7	5418.5	1908.3	4991.6	1894.7	603.2	4940.0	21.2	632.1	0.0	963.8	0.0	0.0	0.0	0.0	0.0	174.6	1124.9	682.3	646.7	701.0	1020.1	1343180.0	1327923.0	1328058.568143	292272.533881	288423.454401	580695.988281	264614.461418	264319.118444	528933.579862	66474.0	770484.988281	1190136.568143	1178257.568143	1175904.0	1670032.0	0.858399	1.067283	12.0	18.0	30.0	1564750.661083
sub-0150	6938.2	455.1	13599.2	54937.0	7997.8	3974.2	5749.7	1854.3	1205.0	1886.5	21192.9	4291.4	1675.2	1192.4	731.5	4383.8	76.0	448.2	5843.3	507.8	13863.3	54255.9	7524.3	4163.4	5681.8	1808.8	4357.5	1877.4	615.3	4452.5	35.8	562.7	0.0	1029.4	0.0	0.0	0.0	0.0	0.0	155.1	1028.3	516.2	616.6	557.3	928.9	1212172.0	1194002.0	1194001.513106	255483.604478	258143.720995	513627.325473	241844.70875	241216.478884	483061.187633	62356.0	684591.325473	1074472.513106	1060393.513106	1058997.0	1522303.0	0.842676	1.058272	12.0	13.0	25.0	1438480.083057
sub-0151	4003.2	395.1	13298.8	56186.8	7586.4	3588.3	5545.3	2039.8	1016.2	1738.4	22247.4	4580.4	1572.7	894.7	793.3	4200.5	42.6	470.7	4377.9	507.0	12960.9	56382.1	6886.4	3636.1	5593.7	1965.1	4801.9	1525.9	543.6	4264.5	22.6	586.9	0.0	2282.0	0.0	0.0	0.0	0.0	0.0	190.8	758.1	446.8	703.6	476.6	665.2	1259612.0	1246749.0	1246090.982742	271526.10737	274817.780355	546343.887725	248688.702773	252399.392244	501088.095017	60648.0	719716.887725	1120100.982742	1110599.982742	1108623.0	1580309.0	0.751438	0.942754	16.0	17.0	33.0	1676268.454142
sub-0152	3274.4	301.7	14006.1	63249.7	7967.6	4365.9	5122.7	1901.8	681.2	1287.6	22330.1	3934.2	1728.0	661.8	752.2	4266.3	20.3	380.3	3600.6	277.1	13689.6	63123.5	7512.9	4316.5	5570.5	1938.7	4205.5	1923.2	741.3	4239.9	69.7	383.5	0.0	1190.2	0.0	0.0	0.0	0.0	0.0	125.7	948.9	564.9	517.7	478.2	755.6	1261161.0	1251317.0	1251344.677571	280969.306698	279067.004516	560036.311214	239908.920416	237307.445942	477216.366357	61926.0	747543.311214	1108388.677571	1100892.677571	1099098.0	1553627.0	0.904442	1.114184	13.0	10.0	23.0	1394407.333189
sub-0153	6616.5	345.0	16055.4	59563.9	7760.5	3539.2	5303.2	1925.3	716.1	1433.2	24233.0	3927.3	1572.8	764.4	778.2	4517.9	34.1	390.7	6955.1	311.3	14587.0	59380.6	7441.4	3853.2	5399.6	1967.2	4125.6	1542.5	660.5	4319.7	9.9	551.2	0.0	980.7	0.0	0.0	0.0	0.0	0.0	155.1	1052.2	586.2	462.7	517.5	936.0	1242147.0	1225167.0	1225719.105177	261584.368084	262184.971055	523769.339139	246621.41901	247003.347027	493624.766037	60126.0	702592.339139	1093792.105177	1079463.105177	1076862.0	1513294.0	0.770931	0.939217	12.0	15.0	27.0	1611229.257359
sub-0154	12867.4	468.6	13211.1	62258.5	7555.7	3902.1	5339.5	2112.7	1330.0	2580.8	22839.8	4217.9	1815.8	1202.8	818.5	4527.7	21.4	920.1	8862.9	468.2	12519.0	60565.0	7703.1	4208.4	5109.5	2014.4	4251.5	1818.3	661.0	4395.0	12.0	626.7	0.0	987.8	0.0	0.0	0.0	0.0	0.0	237.1	793.4	574.1	545.7	620.4	984.0	1275506.0	1246900.0	1246755.908167	270400.570319	267906.288	538306.858319	251120.783073	249355.266775	500476.049848	61855.0	721828.858319	1125811.908167	1102093.908167	1100623.0	1632602.0	0.905168	1.158583	15.0	13.0	28.0	1409137.408525
sub-0155	4298.1	629.2	11606.3	53364.9	5651.9	2966.2	5097.3	1567.8	705.1	2240.0	17171.5	3661.5	1352.9	697.3	601.4	3436.4	39.5	372.7	4629.2	430.9	11923.5	53234.9	5452.4	3213.5	5022.3	1566.5	3897.5	1396.7	538.3	3305.0	33.0	420.6	0.0	642.4	0.0	0.0	0.0	0.0	0.0	132.3	877.3	532.0	455.2	439.0	771.2	1007938.0	994286.0	994346.084466	219856.346835	218359.284848	438215.631682	188875.622454	188845.83033	377721.452784	50118.0	593913.631682	877504.084466	867322.084466	865940.0	1263359.0	0.960155	1.203467	13.0	13.0	26.0	1049766.083289
sub-0156	5819.7	607.7	14373.2	62578.2	7599.1	3365.6	6116.4	1988.1	861.8	1939.6	22573.9	4108.6	1862.0	1111.8	828.2	4151.4	24.3	302.7	6468.6	555.4	13999.1	61785.4	6977.6	3792.0	6282.5	1914.3	3921.2	1798.8	738.2	4197.5	32.8	415.1	0.0	1236.1	0.0	0.0	2.5	0.0	0.0	155.8	886.3	556.5	510.7	470.1	1013.4	1281599.0	1264599.0	1264578.212466	290902.509679	290778.250445	581680.760124	235837.291068	234374.161274	470211.452342	61441.0	767145.760124	1128615.212466	1115283.212466	1113260.0	1626977.0	0.894499	1.135558	8.0	12.0	20.0	1432755.508625
sub-0157	36519.4	680.2	12282.9	52441.9	7292.1	4017.7	5261.2	1835.9	2462.8	1596.6	18538.7	3785.3	1480.5	1346.3	644.2	3834.7	82.5	713.8	40696.8	1148.4	12685.4	51073.5	7007.5	4073.3	5210.4	1739.1	3686.0	1552.9	580.0	3734.7	44.6	467.1	0.0	4978.2	0.0	0.0	0.0	0.0	0.0	161.7	1072.6	447.6	461.3	442.8	949.5	1262434.0	1177199.0	1177020.605993	263694.013242	262288.213556	525982.226798	223396.580803	242322.798392	465719.379195	57032.0	687097.226798	1131497.605993	1051606.605993	1048874.0	1537366.0	0.729772	0.888701	23.0	18.0	41.0	1729902.861085
sub-0158	8185.3	580.8	13344.3	61711.0	7156.5	3982.2	5994.1	1978.1	1370.2	1938.5	22689.0	4524.9	1940.8	940.8	991.4	4445.9	34.9	487.2	7357.8	247.6	13586.0	62911.1	6959.9	4003.7	5985.5	1953.6	4753.8	1790.6	967.5	4276.6	39.4	677.0	0.0	816.2	0.0	0.0	0.0	0.0	0.0	184.6	834.4	509.7	449.3	536.6	770.8	1365015.0	1343961.0	1344529.67637	311442.063135	311212.685812	622654.748947	254021.437201	254636.490221	508657.927422	63189.0	810216.748947	1213261.67637	1196290.67637	1193838.0	1677231.0	0.851174	1.045861	17.0	14.0	31.0	1603684.471626
