lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0168	1218.0	1270.0	1123.0	1049.0	715.0	1851.0	952.0	1053.0	471.0	247.0	2070.0	1096.0	344.0	962.0	3596.0	6841.0	657.0	557.0	1862.0	1315.0	1364.0	2726.0	804.0	2128.0	2254.0	2029.0	2192.0	1558.0	1803.0	2256.0	777.0	525.0	382.0	1619.0	698.0	856.0	2561.0	2098.0	227.0	305.0	889.0	1983.0	1313.0	2253.0	2312.0	906.0	416.0	1005.0	1300.0	884.0	460.0	1802.0	1275.0	2722.0	312.0	2370.0	1052.0	1224.0	699.0	868.0	1659.0	395.0	657.0	1252.0	1793.0	1084.0	2414.0	1523.0	958.0	769.0	988.0	1362.0	5424.0	354.0	105090.0	1440272.0	1642326.665107
sub-0169	971.0	1407.0	949.0	1006.0	491.0	1724.0	885.0	917.0	606.0	262.0	1481.0	1051.0	245.0	923.0	3315.0	5892.0	492.0	526.0	2371.0	1038.0	1302.0	2304.0	920.0	1951.0	2347.0	1720.0	2558.0	1423.0	1498.0	2361.0	624.0	544.0	380.0	1415.0	657.0	959.0	2117.0	2066.0	290.0	271.0	908.0	1902.0	1408.0	1709.0	1931.0	716.0	397.0	931.0	1252.0	944.0	337.0	1754.0	1192.0	2719.0	342.0	2527.0	1275.0	1031.0	604.0	599.0	1443.0	317.0	467.0	1080.0	1509.0	904.0	1772.0	1018.0	879.0	612.0	958.0	1243.0	5065.0	395.0	96399.8	1188887.0	1592950.809898
sub-0170	906.0	1347.0	1088.0	1080.0	532.0	1881.0	1024.0	1088.0	407.0	218.0	1485.0	1027.0	324.0	673.0	3817.0	5190.0	461.0	514.0	1389.0	840.0	997.0	2367.0	1103.0	1891.0	1876.0	1445.0	2152.0	1537.0	1754.0	1697.0	751.0	551.0	331.0	1488.0	448.0	632.0	1977.0	1825.0	266.0	202.0	717.0	1398.0	1196.0	2126.0	2356.0	920.0	383.0	1111.0	1274.0	817.0	392.0	1395.0	1199.0	2381.0	151.0	2251.0	724.0	693.0	477.0	739.0	1463.0	238.0	604.0	1237.0	1271.0	813.0	1656.0	1297.0	1057.0	566.0	695.0	1244.0	4509.0	282.0	90214.3	1152500.0	1368473.641263
sub-0171	920.0	1002.0	1007.0	922.0	473.0	1384.0	853.0	799.0	366.0	273.0	1455.0	815.0	252.0	622.0	2628.0	4486.0	418.0	470.0	1679.0	920.0	1205.0	1941.0	1137.0	1666.0	1959.0	2010.0	2014.0	1423.0	1520.0	1947.0	856.0	217.0	265.0	1187.0	550.0	1013.0	1595.0	1336.0	200.0	187.0	795.0	1494.0	1224.0	1726.0	1963.0	760.0	332.0	768.0	995.0	921.0	329.0	1333.0	994.0	1740.0	158.0	1896.0	867.0	1062.0	411.0	635.0	1594.0	252.0	507.0	996.0	1461.0	687.0	1895.0	947.0	764.0	471.0	652.0	791.0	3196.0	317.0	80902.8	1131183.0	1408471.73881
sub-0172	678.0	1049.0	1031.0	827.0	365.0	1385.0	768.0	938.0	507.0	198.0	1131.0	1093.0	244.0	704.0	2801.0	4926.0	453.0	486.0	1027.0	787.0	963.0	1826.0	801.0	1629.0	1937.0	2140.0	2358.0	1261.0	1607.0	2141.0	605.0	470.0	257.0	1097.0	476.0	700.0	1718.0	1725.0	179.0	265.0	792.0	1015.0	1045.0	1416.0	1931.0	666.0	290.0	834.0	1144.0	440.0	382.0	1764.0	966.0	2068.0	353.0	2580.0	421.0	1122.0	401.0	702.0	1428.0	292.0	508.0	894.0	1095.0	777.0	2141.0	929.0	641.0	446.0	1254.0	1048.0	3900.0	218.0	81459.7	1068311.0	1256739.005345
sub-0173	1092.0	1257.0	1193.0	1345.0	694.0	1862.0	1108.0	1338.0	433.0	295.0	1444.0	1115.0	321.0	1005.0	3908.0	6482.0	587.0	640.0	1843.0	1220.0	1456.0	2254.0	988.0	2241.0	2346.0	2083.0	2842.0	1817.0	1933.0	2827.0	904.0	710.0	357.0	1723.0	527.0	739.0	2284.0	2454.0	334.0	404.0	754.0	1570.0	1460.0	1736.0	2281.0	1001.0	471.0	1314.0	1397.0	821.0	276.0	1636.0	1437.0	2722.0	140.0	2599.0	869.0	1132.0	816.0	981.0	1865.0	448.0	635.0	1342.0	1892.0	1239.0	2320.0	812.0	1166.0	481.0	1126.0	1561.0	5435.0	398.0	106541.0	1395388.0	1505148.555506
sub-0174	952.0	1074.0	1080.0	1172.0	459.0	1885.0	907.0	1147.0	544.0	248.0	1693.0	968.0	298.0	795.0	3824.0	5578.0	552.0	551.0	1541.0	1116.0	1183.0	2118.0	909.0	1953.0	2002.0	2182.0	2395.0	1586.0	1587.0	2296.0	735.0	454.0	268.0	1262.0	568.0	653.0	1655.0	1815.0	237.0	99.0	775.0	1359.0	1161.0	1952.0	2195.0	1065.0	434.0	989.0	1371.0	634.0	337.0	1510.0	1073.0	2064.0	147.0	2507.0	739.0	1058.0	528.0	667.0	1548.0	281.0	583.0	1239.0	1632.0	908.0	2723.0	1098.0	828.0	434.0	856.0	1333.0	4124.0	235.0	92723.1	1216147.0	1505026.016838
sub-0175	748.0	864.0	873.0	1112.0	597.0	1607.0	1023.0	887.0	463.0	238.0	1086.0	988.0	344.0	721.0	3785.0	4792.0	414.0	495.0	1403.0	805.0	1103.0	1742.0	783.0	1955.0	1559.0	2190.0	2216.0	1371.0	1556.0	1869.0	747.0	419.0	330.0	1265.0	415.0	460.0	1759.0	1881.0	203.0	280.0	802.0	1079.0	1123.0	1223.0	1881.0	677.0	393.0	1001.0	1138.0	761.0	302.0	1421.0	889.0	2150.0	229.0	2181.0	593.0	801.0	659.0	810.0	1374.0	163.0	555.0	1130.0	1353.0	948.0	2340.0	1127.0	942.0	476.0	879.0	1353.0	3698.0	176.0	83975.2	1084525.0	1219229.961137
sub-0176	979.0	1502.0	962.0	1101.0	582.0	1434.0	751.0	917.0	392.0	228.0	1620.0	961.0	329.0	851.0	2997.0	4658.0	447.0	476.0	1981.0	1082.0	1558.0	2174.0	778.0	1774.0	2214.0	1732.0	2070.0	1356.0	1558.0	1984.0	702.0	306.0	352.0	1578.0	660.0	741.0	1778.0	2194.0	235.0	250.0	814.0	1370.0	1140.0	2083.0	2035.0	696.0	393.0	938.0	1197.0	653.0	384.0	1400.0	1001.0	1682.0	206.0	2315.0	806.0	1180.0	632.0	780.0	1776.0	223.0	464.0	976.0	1622.0	584.0	1599.0	1129.0	837.0	371.0	1064.0	1299.0	4624.0	348.0	88868.7	1151468.0	1369065.557594
sub-0177	948.0	1304.0	1024.0	883.0	582.0	1337.0	1059.0	875.0	372.0	208.0	1585.0	817.0	290.0	742.0	2924.0	4184.0	473.0	462.0	1629.0	930.0	1448.0	2240.0	987.0	1609.0	1751.0	1676.0	2253.0	1361.0	1515.0	1995.0	660.0	576.0	246.0	1291.0	422.0	525.0	1959.0	1575.0	282.0	275.0	710.0	1562.0	1276.0	1649.0	1959.0	827.0	312.0	934.0	1180.0	905.0	457.0	1446.0	982.0	2535.0	174.0	2297.0	902.0	890.0	454.0	576.0	1438.0	252.0	532.0	934.0	1328.0	746.0	1919.0	915.0	795.0	518.0	732.0	1140.0	3540.0	349.0	84444.2	1102495.0	1236126.400688
sub-0178	807.0	1091.0	994.0	1055.0	542.0	2004.0	1000.0	938.0	551.0	212.0	1487.0	787.0	225.0	638.0	3656.0	5059.0	379.0	397.0	1690.0	964.0	1151.0	2242.0	703.0	1583.0	1894.0	1871.0	2249.0	1571.0	1581.0	1836.0	690.0	552.0	333.0	1333.0	522.0	660.0	2163.0	1561.0	167.0	275.0	739.0	1398.0	1014.0	2075.0	2199.0	648.0	320.0	922.0	943.0	479.0	327.0	1537.0	1009.0	2074.0	229.0	2123.0	881.0	1020.0	795.0	677.0	1420.0	129.0	420.0	1103.0	1415.0	1175.0	1749.0	1287.0	968.0	520.0	704.0	1167.0	3831.0	308.0	87017.6	1063942.0	1278199.850986
sub-0179	713.0	1572.0	956.0	1312.0	652.0	1576.0	895.0	1077.0	489.0	229.0	1628.0	1020.0	368.0	1024.0	3105.0	4649.0	554.0	542.0	1885.0	1089.0	1377.0	2251.0	1033.0	1823.0	1431.0	2042.0	1939.0	1769.0	1671.0	1722.0	648.0	567.0	392.0	1511.0	528.0	623.0	1908.0	1870.0	248.0	201.0	744.0	1690.0	1179.0	2060.0	1985.0	824.0	415.0	939.0	1251.0	684.0	415.0	1849.0	1645.0	2042.0	193.0	1910.0	1063.0	617.0	620.0	755.0	1659.0	282.0	431.0	1167.0	1533.0	847.0	2549.0	1051.0	936.0	696.0	694.0	1176.0	4413.0	316.0	91518.8	1163461.0	1539951.066193
sub-0180	891.0	1222.0	1081.0	1084.0	466.0	1582.0	819.0	830.0	331.0	243.0	1530.0	863.0	256.0	768.0	2730.0	5340.0	447.0	471.0	1475.0	927.0	1173.0	2201.0	958.0	1785.0	1506.0	1780.0	1793.0	1313.0	1625.0	1737.0	670.0	627.0	309.0	1217.0	592.0	555.0	1594.0	1700.0	197.0	236.0	716.0	1580.0	1133.0	2170.0	1841.0	714.0	420.0	906.0	1261.0	751.0	368.0	1284.0	825.0	2007.0	285.0	2004.0	805.0	841.0	518.0	531.0	1392.0	320.0	499.0	1067.0	1754.0	639.0	1642.0	1328.0	688.0	499.0	639.0	1084.0	3599.0	361.0	83395.0	1141772.0	1220714.112255
sub-0181	1085.0	1082.0	1109.0	1047.0	625.0	1863.0	849.0	1024.0	501.0	255.0	1841.0	1102.0	267.0	594.0	2845.0	5306.0	473.0	577.0	1937.0	1120.0	1009.0	2308.0	1029.0	1784.0	2064.0	1864.0	2066.0	1683.0	1802.0	1872.0	770.0	541.0	315.0	1712.0	539.0	725.0	1481.0	1910.0	103.0	313.0	794.0	1572.0	1117.0	2107.0	2453.0	734.0	454.0	948.0	1181.0	941.0	437.0	1231.0	1045.0	2413.0	241.0	2496.0	930.0	1196.0	514.0	526.0	1638.0	261.0	618.0	1083.0	1697.0	786.0	2040.0	1175.0	895.0	552.0	718.0	1165.0	4472.0	226.0	92047.4	1222504.0	1260620.308723
sub-0182	817.0	1011.0	928.0	1082.0	607.0	1263.0	849.0	895.0	413.0	174.0	1411.0	943.0	283.0	797.0	2795.0	4884.0	444.0	410.0	1301.0	879.0	1002.0	1662.0	912.0	1674.0	1089.0	2097.0	1624.0	1294.0	1405.0	1672.0	614.0	472.0	257.0	1045.0	441.0	837.0	1863.0	1355.0	187.0	242.0	928.0	1435.0	1093.0	1623.0	1848.0	672.0	380.0	876.0	1134.0	672.0	269.0	1188.0	871.0	1751.0	83.0	1883.0	713.0	737.0	370.0	618.0	1057.0	233.0	444.0	1071.0	1579.0	737.0	1837.0	843.0	844.0	450.0	573.0	770.0	2840.0	232.0	76581.7	1040819.0	1115338.365317
sub-0183	1019.0	1253.0	919.0	1050.0	566.0	2026.0	1029.0	1043.0	518.0	196.0	1360.0	861.0	257.0	715.0	3174.0	4697.0	445.0	489.0	1851.0	1074.0	1264.0	2032.0	1190.0	1739.0	1991.0	2019.0	2058.0	1723.0	1640.0	1536.0	643.0	466.0	303.0	1471.0	396.0	669.0	2209.0	1882.0	246.0	205.0	809.0	1703.0	1267.0	1375.0	2212.0	656.0	438.0	1062.0	1134.0	1083.0	509.0	1505.0	1288.0	2042.0	424.0	1796.0	783.0	937.0	606.0	843.0	1636.0	342.0	589.0	1127.0	1375.0	908.0	2569.0	1086.0	978.0	503.0	839.0	1379.0	4387.0	370.0	90785.2	1247749.0	1419483.508407
sub-0184	908.0	876.0	1026.0	1229.0	558.0	2224.0	1254.0	1261.0	461.0	251.0	1299.0	1085.0	315.0	919.0	3604.0	5277.0	517.0	551.0	1252.0	983.0	1475.0	1998.0	850.0	1737.0	1878.0	2204.0	1727.0	1499.0	1732.0	1534.0	706.0	722.0	280.0	1585.0	545.0	719.0	1793.0	1956.0	245.0	224.0	765.0	1453.0	1304.0	1919.0	2320.0	809.0	328.0	1035.0	1273.0	672.0	327.0	2049.0	768.0	2072.0	340.0	2054.0	547.0	1183.0	578.0	825.0	1690.0	315.0	517.0	1272.0	1439.0	1177.0	2288.0	1440.0	870.0	547.0	515.0	1154.0	4250.0	343.0	91696.2	1267045.0	1583717.934061
sub-0185	1090.0	889.0	1100.0	1091.0	635.0	1581.0	891.0	986.0	495.0	223.0	1458.0	923.0	280.0	497.0	3573.0	5544.0	484.0	541.0	1532.0	1217.0	1655.0	2271.0	1153.0	1882.0	1935.0	2713.0	2486.0	1501.0	1851.0	1974.0	751.0	286.0	312.0	2010.0	526.0	852.0	2046.0	2261.0	240.0	270.0	988.0	1313.0	1190.0	1918.0	2235.0	799.0	414.0	1067.0	1197.0	856.0	383.0	1276.0	1077.0	2231.0	336.0	2377.0	684.0	1063.0	661.0	871.0	1793.0	275.0	536.0	1084.0	1996.0	744.0	2360.0	1279.0	1199.0	637.0	1084.0	1432.0	4562.0	334.0	96254.3	1255090.0	1652330.028091
sub-0186	1004.0	1176.0	981.0	861.0	586.0	1774.0	947.0	1026.0	458.0	227.0	1511.0	998.0	290.0	725.0	3358.0	4982.0	488.0	421.0	1449.0	916.0	1096.0	2064.0	937.0	1607.0	1747.0	2345.0	2039.0	1573.0	1345.0	2018.0	624.0	607.0	215.0	1644.0	526.0	1117.0	1587.0	1747.0	208.0	347.0	796.0	1344.0	1118.0	1706.0	2004.0	731.0	330.0	989.0	1155.0	907.0	352.0	1598.0	1035.0	2157.0	391.0	2397.0	839.0	795.0	516.0	431.0	1400.0	336.0	567.0	1141.0	1382.0	922.0	2180.0	981.0	777.0	393.0	895.0	1283.0	3810.0	326.0	87552.1	1149252.0	1512209.915563
sub-0187	1160.0	1867.0	1053.0	1418.0	573.0	1957.0	939.0	928.0	406.0	209.0	1843.0	1303.0	307.0	805.0	3217.0	5780.0	550.0	554.0	2541.0	1300.0	1598.0	2721.0	952.0	2116.0	2185.0	1968.0	1782.0	1835.0	2022.0	1742.0	705.0	671.0	375.0	1622.0	671.0	842.0	2328.0	2291.0	279.0	381.0	891.0	1778.0	1353.0	2058.0	2484.0	674.0	484.0	1179.0	1273.0	749.0	494.0	1468.0	1139.0	2532.0	83.0	2136.0	1253.0	1390.0	1046.0	694.0	1694.0	325.0	553.0	1239.0	1808.0	857.0	2206.0	1508.0	960.0	537.0	840.0	1551.0	5114.0	452.0	102600.0	1342404.0	1767804.677934
sub-0188	1055.0	1176.0	1017.0	1062.0	508.0	1706.0	721.0	838.0	428.0	149.0	1439.0	804.0	287.0	775.0	3491.0	3965.0	468.0	538.0	1586.0	1015.0	1356.0	1990.0	767.0	1549.0	1541.0	2096.0	2164.0	1507.0	1659.0	2026.0	618.0	424.0	540.0	1340.0	437.0	564.0	1684.0	2101.0	230.0	230.0	796.0	1485.0	1025.0	1597.0	2089.0	847.0	386.0	1143.0	1181.0	648.0	231.0	1575.0	1102.0	1550.0	224.0	2280.0	806.0	1130.0	693.0	554.0	1589.0	234.0	457.0	882.0	1519.0	740.0	1616.0	1176.0	922.0	508.0	725.0	1033.0	3668.0	304.0	84563.9	1111473.0	1476345.936567
sub-0189	808.0	885.0	947.0	993.0	577.0	1582.0	778.0	831.0	363.0	197.0	1176.0	890.0	353.0	800.0	3942.0	4970.0	486.0	405.0	1233.0	746.0	1153.0	1944.0	815.0	1795.0	1916.0	1891.0	1959.0	1388.0	1498.0	1979.0	696.0	568.0	271.0	1231.0	480.0	673.0	1841.0	1753.0	141.0	236.0	687.0	1169.0	1093.0	1371.0	1918.0	665.0	338.0	980.0	1162.0	672.0	281.0	1487.0	1092.0	2272.0	325.0	2052.0	579.0	886.0	379.0	592.0	1352.0	279.0	522.0	985.0	1116.0	792.0	1832.0	1286.0	1007.0	396.0	715.0	1044.0	4084.0	351.0	82947.5	1123761.0	1313718.823216
sub-0190	735.0	1108.0	989.0	1003.0	636.0	1534.0	772.0	872.0	344.0	165.0	1075.0	921.0	349.0	587.0	3152.0	4527.0	433.0	518.0	1291.0	656.0	1212.0	1866.0	657.0	1620.0	2033.0	2016.0	2453.0	1307.0	1449.0	1945.0	668.0	465.0	331.0	1308.0	345.0	602.0	1746.0	1801.0	149.0	213.0	671.0	1083.0	1139.0	1367.0	1832.0	606.0	343.0	848.0	1113.0	669.0	330.0	1193.0	868.0	1842.0	170.0	2130.0	503.0	772.0	576.0	635.0	1403.0	285.0	531.0	887.0	1477.0	903.0	1987.0	1252.0	740.0	427.0	916.0	1260.0	4348.0	271.0	81231.0	1020852.0	1151732.153181
sub-0191	991.0	1118.0	1050.0	1312.0	642.0	1492.0	816.0	1035.0	512.0	208.0	1369.0	781.0	297.0	989.0	3056.0	4981.0	528.0	552.0	2006.0	1257.0	1119.0	1886.0	1013.0	1899.0	1860.0	3085.0	2244.0	1838.0	1735.0	2170.0	757.0	600.0	387.0	1600.0	707.0	870.0	1771.0	1960.0	299.0	232.0	947.0	1175.0	1251.0	2032.0	2187.0	788.0	494.0	915.0	1289.0	930.0	318.0	1541.0	1024.0	1917.0	226.0	2023.0	946.0	1097.0	647.0	767.0	1383.0	374.0	543.0	1159.0	1537.0	1002.0	2609.0	1158.0	800.0	410.0	1019.0	1181.0	4564.0	307.0	93586.5	1246126.0	1388287.289127
sub-0192	956.0	936.0	983.0	896.0	547.0	1491.0	957.0	973.0	355.0	189.0	1381.0	853.0	316.0	747.0	2888.0	4737.0	405.0	429.0	1565.0	972.0	1137.0	2044.0	1042.0	1801.0	1985.0	1394.0	2175.0	1234.0	1353.0	1799.0	720.0	299.0	293.0	1230.0	487.0	489.0	2170.0	1670.0	289.0	295.0	649.0	1342.0	1241.0	1691.0	1899.0	769.0	377.0	962.0	1096.0	739.0	292.0	1428.0	1302.0	2281.0	71.0	1963.0	715.0	784.0	650.0	820.0	1492.0	319.0	499.0	1130.0	1560.0	900.0	1959.0	941.0	861.0	455.0	726.0	1345.0	4061.0	265.0	84064.7	1081319.0	1162406.586257
sub-0193	1067.0	1831.0	1190.0	1234.0	680.0	1738.0	1138.0	1104.0	532.0	187.0	1545.0	952.0	304.0	834.0	4174.0	5957.0	506.0	573.0	1632.0	1171.0	2012.0	2228.0	1435.0	1861.0	1931.0	1894.0	1922.0	1544.0	1863.0	1803.0	764.0	356.0	286.0	1506.0	489.0	744.0	2155.0	2235.0	292.0	345.0	690.0	1566.0	1265.0	1680.0	2349.0	876.0	376.0	1041.0	1179.0	765.0	566.0	1686.0	1105.0	2432.0	184.0	2363.0	843.0	1078.0	658.0	737.0	1875.0	279.0	548.0	1175.0	1670.0	1160.0	2441.0	1317.0	1029.0	582.0	875.0	1416.0	5306.0	293.0	99417.0	1266662.0	1332789.425083
sub-0194	994.0	1065.0	986.0	911.0	593.0	1713.0	875.0	961.0	405.0	187.0	1473.0	842.0	291.0	671.0	2681.0	4537.0	501.0	439.0	1458.0	844.0	996.0	2076.0	984.0	1434.0	1667.0	1786.0	2089.0	1274.0	1506.0	1669.0	649.0	368.0	311.0	1223.0	506.0	440.0	1646.0	1497.0	232.0	233.0	669.0	1509.0	1211.0	2060.0	1868.0	661.0	340.0	861.0	1073.0	780.0	287.0	1450.0	1026.0	2053.0	94.0	1996.0	978.0	734.0	218.0	540.0	1412.0	204.0	451.0	1004.0	1748.0	931.0	1898.0	1124.0	681.0	452.0	542.0	1241.0	3616.0	255.0	80983.9	1067063.0	1285366.890815
sub-0195	921.0	1109.0	957.0	1011.0	511.0	1357.0	688.0	745.0	371.0	188.0	1368.0	999.0	354.0	741.0	2645.0	4698.0	509.0	463.0	1372.0	1079.0	1232.0	2292.0	1118.0	1665.0	1599.0	1892.0	2027.0	1472.0	1483.0	1963.0	618.0	381.0	327.0	1148.0	424.0	708.0	1778.0	1584.0	276.0	160.0	762.0	1396.0	1124.0	1694.0	2097.0	600.0	414.0	961.0	1206.0	1017.0	258.0	1602.0	1097.0	1883.0	255.0	2373.0	823.0	989.0	372.0	521.0	1327.0	430.0	450.0	1001.0	1087.0	591.0	1980.0	1032.0	985.0	536.0	950.0	1180.0	3334.0	296.0	82853.2	1105382.0	1243040.5666
sub-0196	859.0	1055.0	860.0	836.0	574.0	1351.0	821.0	778.0	292.0	251.0	1350.0	796.0	252.0	815.0	3024.0	4231.0	401.0	555.0	1255.0	915.0	1102.0	1373.0	698.0	1743.0	1805.0	1926.0	1671.0	1176.0	1398.0	1271.0	613.0	74.0	284.0	1275.0	391.0	931.0	1610.0	1572.0	239.0	258.0	675.0	1310.0	886.0	1335.0	1956.0	645.0	367.0	964.0	1025.0	422.0	341.0	1591.0	995.0	1837.0	346.0	2188.0	750.0	758.0	430.0	703.0	1361.0	272.0	441.0	975.0	1402.0	579.0	1658.0	1091.0	855.0	528.0	535.0	960.0	3918.0	261.0	77041.8	1088853.0	1489571.166021
sub-0197	848.0	1138.0	1276.0	1096.0	484.0	1685.0	928.0	978.0	550.0	189.0	1000.0	979.0	207.0	855.0	2836.0	4748.0	481.0	444.0	1615.0	910.0	1357.0	1385.0	914.0	1615.0	1762.0	1996.0	2287.0	1605.0	1608.0	2155.0	845.0	194.0	282.0	1242.0	499.0	799.0	1490.0	1951.0	214.0	189.0	848.0	1276.0	901.0	1217.0	1868.0	932.0	284.0	847.0	1086.0	771.0	293.0	1684.0	736.0	2007.0	166.0	1987.0	591.0	1097.0	600.0	579.0	1160.0	228.0	469.0	882.0	1390.0	837.0	2809.0	1249.0	831.0	347.0	1036.0	1305.0	4214.0	252.0	84421.4	1088199.0	1416704.752566
sub-0198	832.0	1440.0	1144.0	1151.0	699.0	1563.0	904.0	994.0	581.0	233.0	1383.0	978.0	301.0	830.0	3297.0	5071.0	518.0	593.0	1918.0	975.0	1375.0	1626.0	1252.0	1798.0	2164.0	2111.0	2575.0	1572.0	1501.0	2611.0	748.0	348.0	317.0	1363.0	640.0	596.0	2582.0	2032.0	221.0	266.0	790.0	1431.0	1235.0	1620.0	2108.0	884.0	376.0	968.0	1164.0	1019.0	197.0	1386.0	1003.0	2030.0	260.0	2346.0	896.0	982.0	527.0	648.0	1480.0	219.0	568.0	976.0	1563.0	1047.0	2040.0	1326.0	925.0	610.0	1225.0	1380.0	4849.0	407.0	93591.6	1161078.0	1383827.423432
sub-0199	984.0	1402.0	973.0	932.0	575.0	1502.0	864.0	982.0	421.0	177.0	1457.0	974.0	280.0	744.0	2995.0	4902.0	478.0	564.0	1666.0	1099.0	1379.0	2069.0	793.0	1700.0	1734.0	1823.0	1711.0	1444.0	1367.0	1678.0	694.0	508.0	230.0	1310.0	570.0	598.0	1424.0	1796.0	220.0	311.0	656.0	1167.0	1125.0	1840.0	1827.0	898.0	336.0	840.0	1084.0	681.0	374.0	1537.0	1059.0	2537.0	253.0	1793.0	656.0	910.0	558.0	612.0	1723.0	198.0	530.0	1081.0	1384.0	738.0	2254.0	852.0	962.0	447.0	497.0	876.0	3825.0	287.0	83729.9	1069053.0	1233451.763895
sub-0200	622.0	1081.0	892.0	1024.0	436.0	1001.0	699.0	786.0	364.0	239.0	1487.0	893.0	284.0	726.0	2483.0	4190.0	513.0	413.0	1505.0	974.0	1173.0	1883.0	826.0	1509.0	1312.0	1904.0	1926.0	1930.0	1825.0	1617.0	566.0	381.0	385.0	1318.0	422.0	600.0	1694.0	1848.0	161.0	226.0	761.0	1488.0	1068.0	1968.0	2301.0	625.0	334.0	929.0	1198.0	708.0	306.0	1555.0	747.0	1486.0	192.0	1859.0	590.0	829.0	594.0	446.0	1316.0	169.0	313.0	762.0	1261.0	629.0	2196.0	1235.0	1087.0	311.0	784.0	989.0	4198.0	368.0	79717.5	1038970.0	1173940.763711
sub-0201	926.0	1343.0	1012.0	1193.0	521.0	1549.0	1038.0	963.0	448.0	175.0	1413.0	1023.0	237.0	653.0	3299.0	5501.0	426.0	497.0	1421.0	1050.0	997.0	2186.0	968.0	1585.0	1694.0	1925.0	1744.0	1814.0	1641.0	1984.0	587.0	608.0	303.0	1265.0	573.0	554.0	1787.0	1708.0	162.0	127.0	653.0	1440.0	1147.0	1438.0	2201.0	809.0	318.0	812.0	1212.0	821.0	350.0	1311.0	1033.0	2404.0	246.0	2160.0	326.0	1209.0	692.0	652.0	1376.0	308.0	349.0	1186.0	1644.0	978.0	2187.0	1194.0	990.0	723.0	746.0	1024.0	4092.0	186.0	87114.7	1177150.0	1545884.798646
sub-0202	929.0	1509.0	918.0	1262.0	509.0	1784.0	906.0	935.0	394.0	274.0	1615.0	905.0	301.0	637.0	3439.0	5218.0	554.0	520.0	1824.0	1057.0	1147.0	2198.0	1037.0	1791.0	1935.0	1991.0	2599.0	1422.0	1740.0	2138.0	670.0	249.0	344.0	1361.0	575.0	799.0	1958.0	1809.0	261.0	232.0	773.0	1650.0	1222.0	1807.0	2076.0	755.0	335.0	1005.0	1210.0	719.0	580.0	1559.0	1318.0	2240.0	246.0	2170.0	897.0	860.0	444.0	835.0	1815.0	298.0	488.0	1057.0	1773.0	801.0	2080.0	1194.0	941.0	676.0	781.0	1277.0	4268.0	208.0	92101.4	1218075.0	1521786.356362
